Timestamp,MPD_SERIAL,ID_PLANT,WELL_CODE,CLIENT,PROCEDURE_NO,ACTIVITY_CODE,DATE,TIME,Q_OUT_COR_TOTAL,SPP_RIG,BHP_MWD,BHP_MPD,BHP_DIFF,WHP2 _ACD,ECD_BIT_PWD,ECD_BIT_MPD,Q_IN_TOTAL
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:27,439,698,2029,774,771,129,23,1,1140
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:28,2225,202,402,36,713,144,5,36,4060
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:29,560,152,338,1266,2086,162,37,9,1145
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:30,4007,24,1793,366,1509,200,9,26,8279
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:31,770,1279,2028,1800,770,198,36,11,4344
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:32,3989,256,1522,681,2001,76,28,40,7925
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:33,4041,1313,1947,1865,1821,64,21,29,1918
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:34,667,388,356,373,619,67,28,42,10058
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:35,2370,770,1486,1071,370,2,7,21,1921
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:36,3879,1409,651,1645,1469,40,21,28,9932
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:37,1004,1291,1474,762,803,145,21,24,2489
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:38,1817,880,95,777,271,122,37,7,6412
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:39,3860,1455,426,1581,260,213,27,39,3133
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:40,1528,1566,1167,995,309,167,13,41,10436
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:41,56,542,890,957,369,34,31,8,10323
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:42,1020,378,1625,822,139,51,15,37,5997
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:43,2127,154,1146,12,514,1,24,8,6372
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:44,175,1064,1209,2074,1260,31,9,17,5487
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:45,3506,866,1010,1481,248,200,9,6,1391
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:46,3894,622,388,1502,1034,8,30,9,8479
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:47,278,948,1049,1022,2097,71,5,15,5443
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:48,2363,354,1599,416,377,86,34,40,6232
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:49,1540,237,2033,643,688,124,28,3,708
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:50,207,1333,198,37,802,163,7,21,1585
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:51,2270,966,1083,374,766,208,22,35,3963
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:52,1338,626,1434,312,1300,32,42,27,1376
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:53,1674,818,1362,931,1473,196,8,20,1660
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:54,1651,702,887,872,7,18,10,25,10119
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:55,2095,1318,1930,1106,1481,26,23,41,8614
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:56,1159,1419,600,530,404,200,22,30,4286
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:57,2160,1215,985,1142,1120,137,0,10,257
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:58,9,3,1369,1960,1646,59,42,41,3011
11/8/2018 0:00,1,2,WellFoo,MrClient,3,4,11/8/2018,0:00:59,2656,1106,1080,1292,461,178,17,22,204
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:00,1923,754,996,336,1558,5,6,8,7853
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:01,4030,1498,705,1708,1708,70,39,27,3357
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:02,2845,303,1899,324,1152,184,15,19,8386
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:03,1326,1459,412,1479,1324,208,34,24,9309
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:04,431,629,123,1097,83,19,21,29,3897
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:05,2578,777,2007,76,511,218,27,39,3663
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:06,959,1336,999,1817,628,112,37,16,1975
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:07,1564,278,898,1727,734,65,32,23,9516
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:08,3837,955,1202,71,804,107,33,30,4496
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:09,730,707,77,1930,1554,58,5,28,10458
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:10,4006,1026,1752,618,999,134,42,29,5206
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:11,430,1286,713,727,1048,1,29,42,1413
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:12,2632,1239,794,848,957,125,10,21,1473
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:13,44,19,797,1279,1386,180,16,21,8656
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:14,2673,1196,1730,1409,995,205,40,37,9948
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:15,2536,484,740,1640,789,45,7,36,8647
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:16,4018,638,1460,1916,2078,34,8,4,6693
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:17,3331,260,559,1494,2094,65,27,28,6070
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:18,41,1534,1889,1677,142,58,24,31,7801
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:19,2661,890,89,908,1335,36,18,30,594
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:20,4027,343,1393,1470,463,191,7,14,8525
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:21,3073,863,300,2061,900,144,7,42,9851
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:22,503,50,250,45,831,179,1,22,1837
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:23,106,577,1726,431,1358,136,0,0,4816
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:24,2291,582,1558,1190,1197,157,35,22,9221
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:25,2322,1262,234,682,1581,179,26,31,210
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:26,1124,1111,325,1915,198,85,9,38,4440
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:27,490,947,1780,445,1327,162,40,7,3839
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:28,762,986,1199,261,1352,109,15,19,129
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:29,2890,1028,1838,418,1830,211,20,41,3622
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:30,3214,920,662,914,2068,76,42,22,1965
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:31,224,1300,212,1947,1435,90,25,2,3657
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:32,566,1102,1409,190,1936,106,34,27,5534
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:33,3906,739,1674,49,944,83,10,39,3475
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:34,2897,26,636,1203,629,16,7,32,8111
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:35,3216,138,138,353,1849,14,35,31,2777
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:36,1788,660,1789,1506,334,117,39,26,6126
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:37,2606,77,2022,1297,1059,204,28,34,6033
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:38,2166,15,1757,1263,1382,172,29,18,3138
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:39,295,1009,1585,1742,803,28,6,30,7933
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:40,2155,753,143,419,879,10,27,7,8472
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:41,2767,495,1296,1321,224,191,0,2,10138
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:42,1827,883,1296,302,1137,132,39,39,7647
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:43,3323,10,948,1873,2015,147,20,9,4887
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:44,3276,1152,838,737,1523,10,4,5,6688
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:45,4179,777,1389,144,1151,187,30,42,6683
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:46,1108,356,2093,26,1465,210,5,26,8633
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:47,1404,79,558,940,1628,72,9,34,5279
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:48,3436,131,656,1434,1220,118,38,23,4989
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:49,3414,143,320,995,697,195,7,14,500
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:50,2636,55,1091,1015,169,23,3,38,10488
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:51,3041,145,1645,1710,2063,161,2,3,1143
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:52,4181,823,125,1773,894,47,0,23,1411
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:53,3139,532,1738,336,1501,177,32,36,5206
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:54,1021,491,1764,951,1652,45,23,23,5766
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:55,4032,382,1221,1038,2079,213,42,29,4684
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:56,3397,254,1884,1904,146,159,34,36,4933
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:57,1416,371,1915,1039,1454,100,37,5,686
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:58,441,764,579,1766,1942,16,16,23,6818
11/8/2018 0:01,1,2,WellFoo,MrClient,3,4,11/8/2018,0:01:59,1029,541,1719,679,1456,124,18,7,9155
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:00,1035,120,1245,1750,180,157,19,20,3580
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:01,4051,956,2026,1594,893,201,15,9,724
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:02,1102,284,971,643,774,59,24,9,1265
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:03,1338,434,929,1688,1841,208,21,8,5314
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:04,3209,1221,1876,327,1787,26,27,8,1066
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:05,201,321,643,573,631,199,35,35,6782
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:06,529,902,1410,629,2005,11,24,3,4241
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:07,3294,423,1195,337,2004,87,6,25,10165
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:08,1269,1531,1497,1111,1768,97,9,42,4774
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:09,1827,1019,931,423,1701,166,12,0,2718
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:10,2537,733,372,876,2067,7,13,8,10482
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:11,585,838,1374,1035,1567,72,24,39,6321
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:12,3348,1250,1194,1158,973,188,40,26,7407
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:13,3169,718,1680,351,1282,23,42,18,944
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:14,671,1321,2052,1615,1874,132,29,0,9841
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:15,3958,8,56,1600,708,205,12,28,6600
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:16,407,84,1891,1204,107,215,33,13,4776
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:17,3516,812,609,463,1378,122,0,2,2120
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:18,1399,1336,537,295,1455,145,24,26,8569
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:19,3768,182,1891,1057,29,160,4,24,3615
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:20,1904,197,525,1982,89,25,33,22,2405
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:21,41,872,1105,1949,1051,172,29,35,5325
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:22,3828,1251,47,60,1883,219,10,37,5756
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:23,2551,1026,168,1007,952,62,32,21,5160
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:24,3048,97,514,1481,1758,19,7,42,432
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:25,61,1184,550,518,1620,80,29,35,8385
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:26,484,654,940,873,789,49,7,10,284
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:27,305,46,85,413,1904,25,35,0,7820
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:28,500,1378,1840,1353,1593,130,20,4,7970
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:29,3213,558,1652,1908,155,37,15,39,8900
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:30,1121,1358,488,408,1526,196,34,36,8810
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:31,1351,230,1139,1639,1537,111,37,3,4470
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:32,2867,1149,938,450,868,161,40,42,10226
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:33,3311,1180,430,1262,138,118,12,4,5303
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:34,828,252,1708,918,932,217,27,34,350
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:35,2559,255,53,2026,1353,179,1,33,8390
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:36,1271,1453,185,1418,1810,105,2,14,8727
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:37,2782,178,1107,1767,1753,218,18,26,6813
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:38,247,556,282,1320,1750,44,14,9,3446
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:39,4053,27,5,1016,1373,105,25,6,6455
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:40,42,229,866,659,1556,111,37,21,394
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:41,1221,98,1358,23,267,145,8,21,3881
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:42,1060,1390,533,1389,1276,210,15,36,243
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:43,917,1013,2069,1625,1558,106,38,0,10297
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:44,1095,40,454,1037,378,90,32,41,1534
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:45,558,958,1018,1866,1663,188,19,12,934
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:46,3268,562,1391,863,1055,189,28,27,5441
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:47,1306,1330,687,932,1717,53,3,39,3974
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:48,3191,370,183,932,1550,54,28,24,2450
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:49,2134,1050,2075,1120,1489,44,23,5,441
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:50,1831,266,2080,1253,416,182,38,12,7629
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:51,1299,1260,490,1776,1487,94,33,14,1172
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:52,3775,400,741,1912,1706,133,6,18,9580
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:53,4021,162,949,1467,1732,213,35,11,3584
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:54,862,985,1561,897,1044,73,16,25,9882
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:55,648,1035,1688,1793,1434,71,3,6,203
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:56,3865,786,1191,1319,1788,3,39,23,8879
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:57,2078,555,143,1845,633,149,26,42,7240
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:58,607,422,1495,1329,1962,72,11,15,5254
11/8/2018 0:02,1,2,WellFoo,MrClient,3,4,11/8/2018,0:02:59,2639,389,841,645,1603,102,29,26,2242
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:00,371,798,1217,887,497,178,25,40,4372
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:01,4123,45,1082,1435,119,31,32,26,7381
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:02,3518,1014,777,1962,1198,137,5,12,7159
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:03,1776,1054,315,330,385,17,3,0,5849
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:04,2877,1312,1740,679,1040,27,30,40,765
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:05,751,490,1740,1026,433,220,13,14,3977
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:06,3123,1026,2018,1723,1247,5,20,32,5610
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:07,817,186,1157,1422,1516,151,11,31,2320
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:08,1288,290,585,432,1160,18,12,41,3937
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:09,4059,583,1519,1851,1458,77,11,18,8360
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:10,1915,337,1548,1195,1831,199,13,24,4942
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:11,3072,1303,1824,1171,1175,5,24,8,4958
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:12,1465,631,37,343,2032,178,37,35,7722
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:13,2082,30,650,1623,1394,171,22,12,9493
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:14,3300,704,1700,1120,427,201,23,19,9052
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:15,3474,753,1474,2084,45,27,31,15,3693
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:16,3593,734,1613,420,1576,143,21,21,8527
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:17,2693,123,1423,469,246,43,31,22,8540
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:18,2602,42,1949,668,1000,103,31,33,3672
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:19,3161,1474,2093,730,1826,109,10,30,4318
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:20,1679,24,1065,38,512,133,40,15,10418
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:21,3372,1571,105,1822,971,127,38,32,3161
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:22,3822,925,1268,127,125,171,29,36,6265
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:23,3058,1412,1205,722,1316,120,6,33,2628
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:24,2281,1307,748,848,1419,130,37,29,5713
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:25,3844,1101,649,445,176,123,27,40,7879
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:26,388,1345,14,1204,1507,145,23,28,9020
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:27,49,202,836,1916,447,98,13,3,7177
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:28,926,1066,1289,529,903,53,1,28,284
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:29,2645,1476,1204,1131,1633,199,1,3,3031
11/8/2018 0:03,1,2,WellFoo,MrClient,3,4,11/8/2018,0:03:30,2990,1575,60,593,672,73,13,23,4278
