14:05:45:045	Application Starting
14:08:02:887	Upload Task event uploaded for counter55
14:08:04:023	Upload Task event uploaded for counter59
14:08:05:162	Upload Task event uploaded for counter62
14:08:06:300	Upload Task event uploaded for counter79
14:08:07:447	Upload Task event uploaded for counter84
14:08:08:578	Upload Task event uploaded for counter93
14:08:09:695	Upload Task event uploaded for counter94
14:08:10:844	Upload Task event uploaded for counter95
14:08:12:017	Upload Task event uploaded for counter1
14:08:13:162	Upload Task event uploaded for counter2
14:08:14:288	Upload Task event uploaded for counter4
14:08:15:463	Upload Task event uploaded for counter23
14:08:16:598	Upload Task event uploaded for counter34
14:08:17:726	Upload Task event uploaded for counter41
14:08:18:855	Upload Task event uploaded for counter45
14:08:19:989	Upload Task event uploaded for counter47
14:08:21:136	Upload Task event uploaded for counter51
14:08:22:283	Upload Task event uploaded for counter55
14:08:23:443	Upload Task event uploaded for counter56
14:08:24:582	Upload Task event uploaded for counter59
14:08:25:730	Upload Task event uploaded for counter62
14:08:26:868	Upload Task event uploaded for counter79
14:08:28:011	Upload Task event uploaded for counter84
14:08:29:154	Upload Task event uploaded for counter93
14:08:30:307	Upload Task event uploaded for counter94
14:08:31:435	Upload Task event uploaded for counter95
14:08:32:568	Upload Task event uploaded for counter1
14:08:33:692	Upload Task event uploaded for counter2
14:08:34:842	Upload Task event uploaded for counter23
14:08:35:982	Upload Task event uploaded for counter34
14:08:37:127	Upload Task event uploaded for counter41
14:08:38:263	Upload Task event uploaded for counter45
14:08:39:400	Upload Task event uploaded for counter47
14:08:40:532	Upload Task event uploaded for counter51
14:08:41:668	Upload Task event uploaded for counter55
14:08:42:801	Upload Task event uploaded for counter56
14:08:43:934	Upload Task event uploaded for counter59
14:08:45:077	Upload Task event uploaded for counter62
14:08:46:211	Upload Task event uploaded for counter79
14:08:47:465	Upload Task event uploaded for counter84
14:08:48:735	Upload Task event uploaded for counter93
14:08:49:938	Upload Task event uploaded for counter94
14:08:51:076	Upload Task event uploaded for counter95
14:08:52:224	Upload Task event uploaded for counter1
14:08:53:381	Upload Task event uploaded for counter2
14:08:54:506	Upload Task event uploaded for counter4
14:08:55:669	Upload Task event uploaded for counter23
14:08:56:810	Upload Task event uploaded for counter34
14:08:57:984	Upload Task event uploaded for counter41
14:08:59:169	Upload Task event uploaded for counter45
14:09:00:322	Upload Task event uploaded for counter47
14:09:01:461	Upload Task event uploaded for counter51
14:09:02:617	Upload Task event uploaded for counter55
14:09:03:746	Upload Task event uploaded for counter56
14:09:04:879	Upload Task event uploaded for counter59
14:09:06:058	Upload Task event uploaded for counter62
14:09:07:196	Upload Task event uploaded for counter79
14:09:08:399	Upload Task event uploaded for counter84
14:09:09:568	Upload Task event uploaded for counter93
14:09:10:701	Upload Task event uploaded for counter94
14:09:11:852	Upload Task event uploaded for counter95
14:09:12:993	Upload Task event uploaded for counter1
14:09:14:128	Upload Task event uploaded for counter2
14:09:15:256	Upload Task event uploaded for counter4
14:09:16:419	Upload Task event uploaded for counter15
14:09:17:553	Upload Task event uploaded for counter23
14:09:18:680	Upload Task event uploaded for counter34
14:09:19:821	Upload Task event uploaded for counter41
14:09:21:063	Upload Task event uploaded for counter45
14:09:22:196	Upload Task event uploaded for counter47
14:09:23:350	Upload Task event uploaded for counter51
14:09:24:488	Upload Task event uploaded for counter55
14:09:25:616	Upload Task event uploaded for counter56
14:09:26:734	Upload Task event uploaded for counter58
14:09:27:868	Upload Task event uploaded for counter59
14:09:29:082	Upload Task event uploaded for counter62
14:09:30:322	Upload Task event uploaded for counter84
14:09:31:598	Upload Task event uploaded for counter92
14:09:32:971	Upload Task event uploaded for counter93
14:09:34:300	Upload Task event uploaded for counter94
14:09:35:517	Upload Task event uploaded for counter95
14:09:36:746	Upload Task event uploaded for counter1
14:09:38:032	Upload Task event uploaded for counter2
14:09:39:237	Upload Task event uploaded for counter4
14:09:40:574	Upload Task event uploaded for counter15
14:09:41:877	Upload Task event uploaded for counter23
14:09:43:299	Upload Task event uploaded for counter34
14:09:44:431	Upload Task event uploaded for counter41
14:09:45:583	Upload Task event uploaded for counter45
14:09:46:715	Upload Task event uploaded for counter47
14:09:47:870	Upload Task event uploaded for counter51
14:09:49:015	Upload Task event uploaded for counter54
14:09:50:151	Upload Task event uploaded for counter55
14:09:51:289	Upload Task event uploaded for counter56
14:09:52:418	Upload Task event uploaded for counter58
14:09:53:558	Upload Task event uploaded for counter59
14:09:54:717	Upload Task event uploaded for counter62
14:09:55:854	Upload Task event uploaded for counter84
14:09:56:972	Upload Task event uploaded for counter92
14:09:58:123	Upload Task event uploaded for counter93
14:09:59:282	Upload Task event uploaded for counter94
14:10:00:418	Upload Task event uploaded for counter95
14:10:01:556	Upload Task event uploaded for counter1
14:10:02:686	Upload Task event uploaded for counter2
14:10:03:808	Upload Task event uploaded for counter4
14:10:04:927	Upload Task event uploaded for counter15
14:10:06:059	Upload Task event uploaded for counter23
14:10:07:214	Upload Task event uploaded for counter27
14:10:08:479	Upload Task event uploaded for counter34
14:10:09:800	Upload Task event uploaded for counter41
14:10:11:004	Upload Task event uploaded for counter45
14:10:12:187	Upload Task event uploaded for counter47
14:10:13:331	Upload Task event uploaded for counter51
14:10:14:487	Upload Task event uploaded for counter54
14:10:15:647	Upload Task event uploaded for counter55
14:10:16:788	Upload Task event uploaded for counter56
14:10:17:932	Upload Task event uploaded for counter58
14:10:19:069	Upload Task event uploaded for counter59
14:10:20:221	Upload Task event uploaded for counter62
14:10:21:350	Upload Task cancellation request
14:10:21:429	Upload Task completed
