14:32:34:822	Application Starting
14:36:01:556	Upload Task event uploaded for counter41
14:36:04:858	Upload Task event uploaded for counter45
14:36:08:023	Upload Task event uploaded for counter51
14:36:11:191	Upload Task event uploaded for counter55
14:36:14:375	Upload Task event uploaded for counter62
14:36:17:524	Upload Task event uploaded for counter93
14:36:20:981	Upload Task event uploaded for counter94
14:36:24:209	Upload Task event uploaded for counter95
14:36:27:640	Upload Task event uploaded for counter1
14:36:31:349	Upload Task event uploaded for counter2
14:36:34:483	Upload Task event uploaded for counter4
14:36:37:894	Upload Task event uploaded for counter23
14:36:41:027	Upload Task event uploaded for counter34
14:36:44:307	Upload Task event uploaded for counter41
14:36:47:671	Upload Task event uploaded for counter45
14:36:50:745	Upload Task event uploaded for counter51
14:36:56:890	Upload Task event uploaded for counter55
14:37:00:089	Upload Task event uploaded for counter62
14:37:03:363	Upload Task event uploaded for counter79
14:37:06:720	Upload Task event uploaded for counter93
14:37:09:876	Upload Task event uploaded for counter94
14:37:13:069	Upload Task event uploaded for counter95
14:37:16:199	Upload Task event uploaded for counter1
14:37:19:423	Upload Task event uploaded for counter2
14:37:22:723	Upload Task event uploaded for counter4
14:37:25:847	Upload Task event uploaded for counter23
14:37:29:004	Upload Task event uploaded for counter34
14:37:32:115	Upload Task event uploaded for counter41
14:37:35:306	Upload Task event uploaded for counter45
14:37:38:458	Upload Task event uploaded for counter51
14:37:41:505	Upload Task event uploaded for counter55
14:37:44:626	Upload Task event uploaded for counter62
14:37:47:675	Upload Task event uploaded for counter79
14:37:50:747	Upload Task event uploaded for counter84
14:37:53:784	Upload Task event uploaded for counter93
14:37:56:846	Upload Task event uploaded for counter94
14:38:00:451	Upload Task event uploaded for counter95
14:38:03:510	Upload Task event uploaded for counter1
14:38:06:578	Upload Task event uploaded for counter2
14:38:09:671	Upload Task event uploaded for counter4
14:38:12:761	Upload Task event uploaded for counter23
14:38:15:892	Upload Task event uploaded for counter34
14:38:19:005	Upload Task event uploaded for counter41
14:38:22:101	Upload Task event uploaded for counter45
14:38:25:316	Upload Task event uploaded for counter51
14:38:28:575	Upload Task event uploaded for counter55
14:38:31:774	Upload Task event uploaded for counter62
14:38:34:915	Upload Task event uploaded for counter79
14:38:37:985	Upload Task event uploaded for counter84
14:38:41:190	Upload Task event uploaded for counter93
14:38:44:315	Upload Task event uploaded for counter94
14:38:47:417	Upload Task event uploaded for counter95
14:38:50:543	Upload Task event uploaded for counter1
14:38:53:590	Upload Task event uploaded for counter2
14:38:56:803	Upload Task event uploaded for counter4
14:38:59:871	Upload Task event uploaded for counter23
14:39:03:161	Upload Task event uploaded for counter34
14:39:06:385	Upload Task event uploaded for counter41
14:39:09:836	Upload Task event uploaded for counter45
14:39:13:185	Upload Task event uploaded for counter47
14:39:16:405	Upload Task event uploaded for counter51
14:39:20:082	Upload Task event uploaded for counter55
14:39:24:405	Upload Task event uploaded for counter59
14:39:27:602	Upload Task event uploaded for counter62
14:39:30:972	Upload Task event uploaded for counter79
14:39:34:217	Upload Task event uploaded for counter84
14:39:38:045	Upload Task event uploaded for counter93
14:39:41:161	Upload Task event uploaded for counter94
14:39:44:383	Upload Task event uploaded for counter95
14:39:47:566	Upload Task event uploaded for counter1
14:39:50:692	Upload Task event uploaded for counter2
14:39:53:939	Upload Task event uploaded for counter4
14:39:57:177	Upload Task event uploaded for counter23
14:40:00:344	Upload Task event uploaded for counter34
14:40:04:784	Upload Task event uploaded for counter41
14:40:08:082	Upload Task event uploaded for counter45
14:40:11:492	Upload Task event uploaded for counter47
14:40:14:910	Upload Task event uploaded for counter51
14:40:17:968	Upload Task event uploaded for counter55
14:40:21:207	Upload Task event uploaded for counter56
14:40:24:602	Upload Task event uploaded for counter59
14:40:27:790	Upload Task event uploaded for counter62
14:40:30:815	Upload Task event uploaded for counter79
14:40:33:919	Upload Task event uploaded for counter84
14:40:37:112	Upload Task event uploaded for counter93
14:40:40:240	Upload Task event uploaded for counter94
14:40:43:455	Upload Task event uploaded for counter95
14:40:46:560	Upload Task event uploaded for counter1
14:40:49:977	Upload Task event uploaded for counter2
14:40:53:153	Upload Task event uploaded for counter23
14:40:56:380	Upload Task event uploaded for counter34
14:40:59:783	Upload Task event uploaded for counter41
14:41:03:604	Upload Task event uploaded for counter45
14:41:07:554	Upload Task event uploaded for counter47
14:41:11:218	Upload Task event uploaded for counter51
14:41:14:327	Upload Task event uploaded for counter55
14:41:17:615	Upload Task event uploaded for counter56
14:41:20:953	Upload Task event uploaded for counter59
14:41:24:405	Upload Task event uploaded for counter62
14:41:27:666	Upload Task event uploaded for counter79
14:41:31:044	Upload Task event uploaded for counter84
14:41:35:311	Upload Task event uploaded for counter93
14:41:38:643	Upload Task event uploaded for counter94
14:41:41:881	Upload Task event uploaded for counter95
14:41:45:069	Upload Task event uploaded for counter1
14:41:48:125	Upload Task event uploaded for counter2
14:41:51:183	Upload Task event uploaded for counter4
14:41:54:293	Upload Task event uploaded for counter23
14:41:57:360	Upload Task event uploaded for counter34
14:42:00:562	Upload Task event uploaded for counter41
14:42:03:718	Upload Task event uploaded for counter45
14:42:06:860	Upload Task event uploaded for counter47
14:42:09:932	Upload Task event uploaded for counter51
14:42:13:006	Upload Task event uploaded for counter55
14:42:16:109	Upload Task event uploaded for counter56
14:42:19:204	Upload Task event uploaded for counter59
14:42:22:462	Upload Task event uploaded for counter62
14:42:25:660	Upload Task event uploaded for counter79
14:42:28:739	Upload Task event uploaded for counter84
14:42:32:196	Upload Task event uploaded for counter93
14:42:36:165	Upload Task event uploaded for counter94
14:42:39:583	Upload Task event uploaded for counter95
14:42:43:052	Upload Task event uploaded for counter1
14:42:46:807	Upload Task event uploaded for counter2
14:42:50:115	Upload Task event uploaded for counter4
14:42:53:290	Upload Task event uploaded for counter15
14:42:56:444	Upload Task event uploaded for counter23
14:43:00:250	Upload Task event uploaded for counter34
14:43:04:578	Upload Task event uploaded for counter41
14:43:08:966	Upload Task event uploaded for counter45
14:43:13:065	Upload Task event uploaded for counter47
14:43:16:210	Upload Task event uploaded for counter51
14:43:19:354	Upload Task event uploaded for counter55
14:43:23:686	Upload Task event uploaded for counter56
14:43:27:024	Upload Task event uploaded for counter58
14:43:30:168	Upload Task event uploaded for counter59
14:43:33:378	Upload Task event uploaded for counter62
14:43:36:633	Upload Task event uploaded for counter84
14:43:40:412	Upload Task event uploaded for counter92
14:43:45:135	Upload Task event uploaded for counter93
14:43:48:327	Upload Task event uploaded for counter94
14:43:51:395	Upload Task event uploaded for counter95
14:43:54:495	Upload Task event uploaded for counter1
14:43:57:584	Upload Task event uploaded for counter2
14:44:00:649	Upload Task event uploaded for counter4
14:44:03:799	Upload Task event uploaded for counter15
14:44:06:912	Upload Task event uploaded for counter23
14:44:10:072	Upload Task event uploaded for counter34
14:44:13:146	Upload Task event uploaded for counter41
14:44:16:290	Upload Task event uploaded for counter45
14:44:19:501	Upload Task event uploaded for counter47
14:44:23:290	Upload Task event uploaded for counter51
14:44:26:419	Upload Task event uploaded for counter54
14:44:29:498	Upload Task event uploaded for counter55
14:44:32:577	Upload Task event uploaded for counter56
14:44:35:786	Upload Task event uploaded for counter58
14:44:38:954	Upload Task event uploaded for counter59
14:44:42:096	Upload Task event uploaded for counter62
14:44:45:444	Upload Task event uploaded for counter84
14:44:48:825	Upload Task event uploaded for counter92
14:44:52:230	Upload Task event uploaded for counter93
14:44:55:354	Upload Task event uploaded for counter94
14:44:58:750	Upload Task event uploaded for counter95
14:45:01:879	Upload Task event uploaded for counter1
14:45:05:140	Upload Task event uploaded for counter2
14:45:08:370	Upload Task event uploaded for counter4
14:45:12:381	Upload Task event uploaded for counter15
14:45:17:274	Upload Task event uploaded for counter23
14:45:20:970	Upload Task event uploaded for counter27
14:45:24:122	Upload Task event uploaded for counter34
14:45:27:352	Upload Task event uploaded for counter41
14:45:30:457	Upload Task event uploaded for counter45
14:45:34:307	Upload Task event uploaded for counter47
14:45:37:692	Upload Task event uploaded for counter51
14:45:41:029	Upload Task event uploaded for counter54
14:45:44:694	Upload Task event uploaded for counter55
14:45:48:044	Upload Task event uploaded for counter56
14:45:51:455	Upload Task event uploaded for counter58
14:45:55:308	Upload Task event uploaded for counter59
14:45:58:513	Upload Task event uploaded for counter62
14:46:01:753	Upload Task event uploaded for counter84
14:46:05:350	Upload Task event uploaded for counter92
14:46:08:632	Upload Task event uploaded for counter93
14:46:12:670	Upload Task event uploaded for counter94
14:46:16:994	Upload Task event uploaded for counter95
14:46:20:317	Upload Task event uploaded for counter1
14:46:23:554	Upload Task event uploaded for counter2
14:46:26:731	Upload Task event uploaded for counter4
14:46:29:848	Upload Task event uploaded for counter15
14:46:33:250	Upload Task event uploaded for counter23
14:46:36:444	Upload Task event uploaded for counter27
14:46:40:001	Upload Task event uploaded for counter28
14:46:43:316	Upload Task event uploaded for counter34
14:46:46:501	Upload Task event uploaded for counter41
14:46:49:973	Upload Task event uploaded for counter45
14:46:53:196	Upload Task event uploaded for counter47
14:46:56:433	Upload Task event uploaded for counter51
14:46:59:738	Upload Task event uploaded for counter54
14:47:02:919	Upload Task event uploaded for counter55
14:47:06:078	Upload Task event uploaded for counter56
14:47:09:433	Upload Task event uploaded for counter58
14:47:13:643	Upload Task event uploaded for counter59
14:47:16:797	Upload Task event uploaded for counter62
14:47:20:052	Upload Task event uploaded for counter84
14:47:23:211	Upload Task event uploaded for counter92
14:47:26:450	Upload Task event uploaded for counter93
14:47:29:637	Upload Task event uploaded for counter94
14:47:32:704	Upload Task event uploaded for counter95
14:47:35:763	Upload Task event uploaded for counter1
14:47:38:847	Upload Task event uploaded for counter2
14:47:42:049	Upload Task event uploaded for counter4
14:47:46:250	Upload Task event uploaded for counter15
14:47:50:809	Upload Task event uploaded for counter23
14:47:54:411	Upload Task event uploaded for counter27
14:47:58:178	Upload Task event uploaded for counter28
14:48:01:608	Upload Task event uploaded for counter34
14:48:05:206	Upload Task event uploaded for counter41
14:48:08:821	Upload Task event uploaded for counter45
14:48:12:331	Upload Task event uploaded for counter47
14:48:16:045	Upload Task event uploaded for counter51
14:48:20:160	Upload Task event uploaded for counter54
14:48:23:389	Upload Task event uploaded for counter55
14:48:26:994	Upload Task event uploaded for counter56
14:48:30:472	Upload Task event uploaded for counter58
14:48:34:000	Upload Task event uploaded for counter59
14:48:37:515	Upload Task event uploaded for counter62
14:48:40:996	Upload Task event uploaded for counter84
14:48:44:627	Upload Task event uploaded for counter92
14:48:48:583	Upload Task event uploaded for counter93
14:48:52:384	Upload Task event uploaded for counter94
14:48:56:440	Upload Task event uploaded for counter95
14:48:59:891	Upload Task event uploaded for counter1
14:49:03:657	Upload Task event uploaded for counter2
14:49:07:276	Upload Task event uploaded for counter4
14:49:10:916	Upload Task event uploaded for counter15
14:49:14:854	Upload Task event uploaded for counter23
14:49:18:782	Upload Task event uploaded for counter27
14:49:22:352	Upload Task event uploaded for counter28
14:49:26:490	Upload Task event uploaded for counter34
14:49:30:529	Upload Task event uploaded for counter36
14:49:35:197	Upload Task event uploaded for counter41
14:49:39:589	Upload Task event uploaded for counter44
14:49:43:484	Upload Task event uploaded for counter45
14:49:47:353	Upload Task event uploaded for counter47
14:49:51:170	Upload Task event uploaded for counter51
14:49:54:971	Upload Task event uploaded for counter54
14:49:59:745	Upload Task event uploaded for counter55
14:50:03:512	Upload Task event uploaded for counter56
14:50:06:926	Upload Task event uploaded for counter58
14:50:10:380	Upload Task event uploaded for counter59
14:50:14:352	Upload Task event uploaded for counter62
14:50:18:532	Upload Task event uploaded for counter79
14:50:22:780	Upload Task event uploaded for counter80
14:50:26:556	Upload Task event uploaded for counter84
14:50:30:015	Upload Task event uploaded for counter92
14:50:33:788	Upload Task event uploaded for counter93
14:50:37:242	Upload Task event uploaded for counter94
14:50:40:445	Upload Task event uploaded for counter95
14:50:44:250	Upload Task event uploaded for counter1
14:50:47:973	Upload Task event uploaded for counter2
14:50:51:670	Upload Task event uploaded for counter4
14:50:54:923	Upload Task event uploaded for counter15
14:50:58:517	Upload Task event uploaded for counter23
14:51:02:577	Upload Task event uploaded for counter27
14:51:06:563	Upload Task event uploaded for counter28
14:51:10:648	Upload Task event uploaded for counter34
14:51:14:346	Upload Task event uploaded for counter36
14:51:17:877	Upload Task event uploaded for counter41
14:51:21:386	Upload Task event uploaded for counter44
14:51:25:273	Upload Task event uploaded for counter45
14:51:28:926	Upload Task event uploaded for counter47
14:51:32:536	Upload Task event uploaded for counter51
14:51:36:128	Upload Task event uploaded for counter54
14:51:39:382	Upload Task event uploaded for counter55
14:51:42:516	Upload Task event uploaded for counter56
14:51:45:734	Upload Task event uploaded for counter58
14:51:49:300	Upload Task event uploaded for counter59
14:51:53:007	Upload Task event uploaded for counter62
14:51:56:671	Upload Task event uploaded for counter79
14:52:00:113	Upload Task event uploaded for counter80
14:52:04:033	Upload Task event uploaded for counter84
14:52:07:360	Upload Task event uploaded for counter92
14:52:11:418	Upload Task event uploaded for counter93
14:52:15:573	Upload Task event uploaded for counter94
14:52:19:419	Upload Task event uploaded for counter95
14:52:23:735	Upload Task event uploaded for counter1
14:52:27:736	Upload Task event uploaded for counter2
14:52:31:285	Upload Task event uploaded for counter4
14:52:36:109	Upload Task event uploaded for counter15
14:52:41:782	Upload Task event uploaded for counter19
14:52:46:115	Upload Task event uploaded for counter23
14:52:49:735	Upload Task cancellation request
14:52:49:950	Upload Task completed
