12:22:17:125	Application Starting
12:36:55:937	Upload Task event uploaded for counter41
12:36:57:069	Upload Task event uploaded for counter45
12:36:58:240	Upload Task event uploaded for counter51
12:36:59:364	Upload Task event uploaded for counter55
12:37:00:500	Upload Task event uploaded for counter62
12:37:01:636	Upload Task event uploaded for counter79
12:37:02:760	Upload Task event uploaded for counter84
12:37:03:891	Upload Task event uploaded for counter93
12:37:05:046	Upload Task event uploaded for counter94
12:37:06:178	Upload Task event uploaded for counter95
12:37:07:307	Upload Task event uploaded for counter1
12:37:08:431	Upload Task event uploaded for counter2
12:37:09:600	Upload Task event uploaded for counter4
12:37:10:731	Upload Task event uploaded for counter23
12:37:11:853	Upload Task event uploaded for counter34
12:37:12:987	Upload Task event uploaded for counter41
12:37:14:116	Upload Task event uploaded for counter45
12:37:15:238	Upload Task event uploaded for counter47
12:37:16:365	Upload Task event uploaded for counter51
12:37:17:498	Upload Task event uploaded for counter55
12:37:18:618	Upload Task event uploaded for counter59
12:37:19:749	Upload Task event uploaded for counter62
12:37:20:877	Upload Task event uploaded for counter79
12:37:22:000	Upload Task event uploaded for counter84
12:37:23:130	Upload Task event uploaded for counter93
12:37:24:273	Upload Task event uploaded for counter94
12:37:25:392	Upload Task event uploaded for counter95
12:37:26:526	Upload Task event uploaded for counter1
12:37:27:669	Upload Task event uploaded for counter2
12:37:28:801	Upload Task event uploaded for counter4
