16:26:08:319	Application Starting
16:29:08:972	Upload Task event uploaded for counter160
16:29:10:058	Upload Task event uploaded for counter161
16:29:11:137	Upload Task event uploaded for counter162
16:29:12:220	Upload Task event uploaded for counter163
16:29:13:319	Upload Task event uploaded for counter164
16:29:14:409	Upload Task event uploaded for counter165
16:29:15:484	Upload Task event uploaded for counter166
16:29:16:562	Upload Task event uploaded for counter167
16:29:17:647	Upload Task event uploaded for counter168
16:29:18:732	Upload Task event uploaded for counter169
16:29:19:818	Upload Task event uploaded for counter170
16:29:20:894	Upload Task event uploaded for counter171
16:29:21:980	Upload Task event uploaded for counter172
16:29:23:070	Upload Task event uploaded for counter173
16:29:24:144	Upload Task event uploaded for counter174
16:29:25:231	Upload Task event uploaded for counter175
16:29:26:315	Upload Task event uploaded for counter176
16:29:27:416	Upload Task event uploaded for counter177
16:29:28:484	Upload Task event uploaded for counter178
16:29:29:563	Upload Task event uploaded for counter179
16:29:30:635	Upload Task event uploaded for counter180
16:29:31:719	Upload Task event uploaded for counter181
16:29:32:812	Upload Task event uploaded for counter182
16:29:33:903	Upload Task event uploaded for counter183
16:29:34:991	Upload Task event uploaded for counter184
16:29:36:081	Upload Task event uploaded for counter185
16:29:37:190	Upload Task event uploaded for counter186
16:29:38:284	Upload Task event uploaded for counter187
16:29:39:367	Upload Task event uploaded for counter188
16:29:40:461	Upload Task event uploaded for counter189
16:29:41:530	Upload Task event uploaded for counter190
16:29:42:621	Upload Task event uploaded for counter191
16:29:43:713	Upload Task event uploaded for counter192
16:29:44:779	Upload Task event uploaded for counter193
16:29:45:853	Upload Task event uploaded for counter194
16:29:46:950	Upload Task event uploaded for counter195
16:29:48:045	Upload Task event uploaded for counter196
16:29:49:237	Upload Task event uploaded for counter197
16:29:50:320	Upload Task event uploaded for counter198
16:29:51:403	Upload Task event uploaded for counter199
16:29:52:484	Upload Task event uploaded for counter200
16:29:53:553	Upload Task event uploaded for counter201
16:29:54:615	Upload Task event uploaded for counter202
16:29:55:765	Upload Task event uploaded for counter203
16:29:56:863	Upload Task event uploaded for counter204
16:29:57:960	Upload Task event uploaded for counter205
16:29:59:042	Upload Task event uploaded for counter206
16:30:00:211	Upload Task event uploaded for counter207
16:30:01:282	Upload Task event uploaded for counter208
16:30:02:384	Upload Task event uploaded for counter209
16:30:03:469	Upload Task event uploaded for counter210
16:30:04:552	Upload Task event uploaded for counter211
16:30:05:636	Upload Task event uploaded for counter212
16:30:06:739	Upload Task event uploaded for counter213
16:30:07:822	Upload Task event uploaded for counter214
16:30:08:917	Upload Task event uploaded for counter215
16:30:09:998	Upload Task event uploaded for counter216
16:30:11:092	Upload Task event uploaded for counter217
16:30:12:182	Upload Task event uploaded for counter218
16:30:13:261	Upload Task event uploaded for counter219
16:30:14:340	Upload Task event uploaded for counter220
16:30:15:434	Upload Task event uploaded for counter221
16:30:16:531	Upload Task event uploaded for counter222
16:30:17:624	Upload Task event uploaded for counter223
16:30:18:698	Upload Task event uploaded for counter224
16:30:19:819	Upload Task event uploaded for counter225
16:30:20:898	Upload Task event uploaded for counter226
16:30:21:982	Upload Task event uploaded for counter227
16:30:23:105	Upload Task event uploaded for counter228
16:30:24:207	Upload Task event uploaded for counter229
16:30:25:287	Upload Task event uploaded for counter230
16:30:26:354	Upload Task event uploaded for counter231
16:30:27:495	Upload Task event uploaded for counter232
16:30:28:584	Upload Task event uploaded for counter233
16:30:29:658	Upload Task event uploaded for counter234
16:30:30:737	Upload Task event uploaded for counter235
16:30:31:899	Upload Task event uploaded for counter236
16:30:32:994	Upload Task event uploaded for counter237
16:30:34:069	Upload Task event uploaded for counter238
16:30:35:156	Upload Task event uploaded for counter239
16:30:36:293	Upload Task event uploaded for counter240
16:30:37:375	Upload Task event uploaded for counter241
16:30:38:470	Upload Task event uploaded for counter242
16:30:39:560	Upload Task event uploaded for counter243
16:30:40:698	Upload Task event uploaded for counter244
16:30:41:797	Upload Task event uploaded for counter245
16:30:42:901	Upload Task event uploaded for counter246
16:30:43:984	Upload Task event uploaded for counter247
16:30:45:096	Upload Task event uploaded for counter248
16:30:46:154	Upload Task event uploaded for counter249
16:30:47:252	Upload Task event uploaded for counter250
16:30:48:348	Upload Task event uploaded for counter251
16:30:49:498	Upload Task event uploaded for counter252
16:30:50:594	Upload Task event uploaded for counter253
16:30:51:689	Upload Task event uploaded for counter254
16:30:52:754	Upload Task cancellation request
16:30:52:766	Upload Task completed
16:41:07:137	Upload Task starting
16:41:07:142	Data File: C:\Users\tylerc\Documents\Visual Studio 2013\Projects\TCD\bin\Debug\Data/EXAMNUMERICS.csv
16:41:09:655	Upload Task event uploaded for counter1
16:41:11:069	Upload Task event uploaded for counter2
16:41:12:188	Upload Task event uploaded for counter3
16:41:13:282	Upload Task event uploaded for counter4
16:41:15:860	Upload Task event uploaded for counter5
16:41:16:928	Upload Task event uploaded for counter6
16:41:18:000	Upload Task event uploaded for counter7
16:41:19:080	Upload Task event uploaded for counter8
16:41:20:157	Upload Task event uploaded for counter9
16:41:21:235	Upload Task event uploaded for counter10
16:41:22:317	Upload Task event uploaded for counter11
16:41:24:050	Upload Task event uploaded for counter12
16:41:30:024	Upload Task event uploaded for counter13
16:41:31:106	Upload Task event uploaded for counter14
16:41:32:187	Upload Task event uploaded for counter15
16:41:33:270	Upload Task event uploaded for counter16
16:41:34:360	Upload Task event uploaded for counter17
16:41:35:426	Upload Task event uploaded for counter18
16:41:36:507	Upload Task event uploaded for counter19
16:41:37:606	Upload Task event uploaded for counter20
16:41:38:684	Upload Task event uploaded for counter21
16:41:39:762	Upload Task event uploaded for counter22
16:41:40:847	Upload Task event uploaded for counter23
16:41:41:943	Upload Task event uploaded for counter24
16:41:43:038	Upload Task event uploaded for counter25
16:41:44:138	Upload Task event uploaded for counter26
16:41:45:224	Upload Task event uploaded for counter27
16:41:46:306	Upload Task event uploaded for counter28
16:41:47:396	Upload Task event uploaded for counter29
16:41:48:485	Upload Task event uploaded for counter30
16:41:49:573	Upload Task event uploaded for counter31
16:41:50:651	Upload Task event uploaded for counter32
16:41:51:793	Upload Task event uploaded for counter33
16:41:52:888	Upload Task event uploaded for counter34
16:41:53:982	Upload Task event uploaded for counter35
16:41:55:081	Upload Task event uploaded for counter36
16:41:56:167	Upload Task event uploaded for counter37
16:41:57:250	Upload Task event uploaded for counter38
16:41:58:328	Upload Task event uploaded for counter39
16:41:59:431	Upload Task event uploaded for counter40
16:42:00:513	Upload Task event uploaded for counter41
16:42:01:586	Upload Task event uploaded for counter42
16:42:02:655	Upload Task event uploaded for counter43
16:42:03:726	Upload Task event uploaded for counter44
16:42:04:827	Upload Task event uploaded for counter45
16:42:05:894	Upload Task event uploaded for counter46
16:42:06:975	Upload Task event uploaded for counter47
16:42:08:064	Upload Task event uploaded for counter48
16:42:09:168	Upload Task event uploaded for counter49
16:42:10:248	Upload Task event uploaded for counter50
16:42:11:317	Upload Task event uploaded for counter51
16:42:12:398	Upload Task event uploaded for counter52
16:42:13:468	Upload Task event uploaded for counter53
16:42:14:566	Upload Task event uploaded for counter54
16:42:15:652	Upload Task event uploaded for counter55
16:42:16:743	Upload Task event uploaded for counter56
16:42:17:839	Upload Task event uploaded for counter57
16:42:18:913	Upload Task event uploaded for counter58
16:42:19:985	Upload Task event uploaded for counter59
16:42:21:095	Upload Task event uploaded for counter60
16:42:22:174	Upload Task event uploaded for counter61
16:42:23:243	Upload Task event uploaded for counter62
16:42:24:314	Upload Task event uploaded for counter63
16:42:25:393	Upload Task event uploaded for counter64
16:42:26:477	Upload Task event uploaded for counter65
16:42:27:536	Upload Task event uploaded for counter66
16:42:28:614	Upload Task event uploaded for counter67
16:42:29:703	Upload Task event uploaded for counter68
16:42:30:781	Upload Task event uploaded for counter69
16:42:31:860	Upload Task event uploaded for counter70
16:42:32:940	Upload Task event uploaded for counter71
16:42:34:023	Upload Task event uploaded for counter72
16:42:35:108	Upload Task event uploaded for counter73
16:42:36:189	Upload Task event uploaded for counter74
16:42:37:275	Upload Task event uploaded for counter75
16:42:38:360	Upload Task event uploaded for counter76
16:42:39:444	Upload Task event uploaded for counter77
16:42:40:526	Upload Task event uploaded for counter78
16:42:41:617	Upload Task event uploaded for counter79
16:42:42:714	Upload Task event uploaded for counter80
16:42:43:800	Upload Task event uploaded for counter81
16:42:44:880	Upload Task event uploaded for counter82
16:42:45:956	Upload Task event uploaded for counter83
16:42:47:040	Upload Task event uploaded for counter84
16:42:48:125	Upload Task event uploaded for counter85
16:42:49:211	Upload Task event uploaded for counter86
16:42:50:302	Upload Task event uploaded for counter87
16:42:51:398	Upload Task event uploaded for counter88
16:42:52:614	Upload Task event uploaded for counter89
16:42:53:688	Upload Task event uploaded for counter90
16:42:54:759	Upload Task event uploaded for counter91
16:42:55:844	Upload Task event uploaded for counter92
16:42:56:936	Upload Task event uploaded for counter93
16:42:58:028	Upload Task event uploaded for counter94
16:42:59:095	Upload Task event uploaded for counter95
16:43:00:176	Upload Task event uploaded for counter96
16:43:01:257	Upload Task event uploaded for counter97
16:43:02:340	Upload Task event uploaded for counter98
16:43:03:413	Upload Task event uploaded for counter99
16:43:04:476	Upload Task event uploaded for counter100
16:43:05:546	Upload Task event uploaded for counter101
16:43:06:634	Upload Task event uploaded for counter102
16:43:07:707	Upload Task event uploaded for counter103
16:43:08:800	Upload Task event uploaded for counter104
16:43:09:875	Upload Task event uploaded for counter105
16:43:10:979	Upload Task event uploaded for counter106
16:43:12:138	Upload Task event uploaded for counter107
16:43:13:232	Upload Task event uploaded for counter108
16:43:14:314	Upload Task event uploaded for counter109
16:43:15:386	Upload Task event uploaded for counter110
16:43:16:526	Upload Task event uploaded for counter111
16:43:17:614	Upload Task event uploaded for counter112
16:43:18:716	Upload Task event uploaded for counter113
16:43:19:790	Upload Task event uploaded for counter114
16:43:20:884	Upload Task event uploaded for counter115
16:43:21:975	Upload Task event uploaded for counter116
16:43:23:058	Upload Task event uploaded for counter117
16:43:24:132	Upload Task event uploaded for counter118
16:43:25:227	Upload Task event uploaded for counter119
16:43:26:320	Upload Task event uploaded for counter120
16:43:27:411	Upload Task event uploaded for counter121
16:43:28:534	Upload Task event uploaded for counter122
16:43:29:610	Upload Task event uploaded for counter123
16:43:30:702	Upload Task event uploaded for counter124
16:43:31:818	Upload Task event uploaded for counter125
16:43:32:889	Upload Task event uploaded for counter126
16:43:33:974	Upload Task event uploaded for counter127
16:43:35:064	Upload Task event uploaded for counter128
16:43:36:140	Upload Task event uploaded for counter129
16:43:37:220	Upload Task event uploaded for counter130
16:43:38:302	Upload Task event uploaded for counter131
16:43:39:372	Upload Task event uploaded for counter132
16:43:40:457	Upload Task event uploaded for counter133
16:43:41:526	Upload Task event uploaded for counter134
16:43:42:602	Upload Task event uploaded for counter135
16:43:43:674	Upload Task event uploaded for counter136
16:43:44:754	Upload Task event uploaded for counter137
16:43:45:840	Upload Task event uploaded for counter138
16:43:46:905	Upload Task event uploaded for counter139
16:43:47:975	Upload Task event uploaded for counter140
16:43:49:053	Upload Task event uploaded for counter141
16:43:50:162	Upload Task event uploaded for counter142
16:43:51:260	Upload Task event uploaded for counter143
16:43:52:357	Upload Task event uploaded for counter144
16:43:53:433	Upload Task event uploaded for counter145
16:43:54:516	Upload Task event uploaded for counter146
16:43:55:606	Upload Task event uploaded for counter147
16:43:56:684	Upload Task event uploaded for counter148
16:43:57:768	Upload Task event uploaded for counter149
16:43:58:831	Upload Task event uploaded for counter150
16:43:59:909	Upload Task event uploaded for counter151
16:44:00:987	Upload Task event uploaded for counter152
16:44:02:067	Upload Task event uploaded for counter153
16:44:03:165	Upload Task event uploaded for counter154
16:44:04:259	Upload Task event uploaded for counter155
16:44:05:355	Upload Task event uploaded for counter156
16:44:06:434	Upload Task event uploaded for counter157
16:44:07:518	Upload Task event uploaded for counter158
16:44:08:585	Upload Task event uploaded for counter159
16:44:09:655	Upload Task event uploaded for counter160
16:44:10:722	Upload Task event uploaded for counter161
16:44:11:800	Upload Task event uploaded for counter162
16:44:12:882	Upload Task event uploaded for counter163
16:44:13:983	Upload Task event uploaded for counter164
16:44:15:066	Upload Task event uploaded for counter165
16:44:16:143	Upload Task event uploaded for counter166
16:44:17:285	Upload Task event uploaded for counter167
16:44:18:363	Upload Task event uploaded for counter168
16:44:19:440	Upload Task event uploaded for counter169
16:44:20:500	Upload Task event uploaded for counter170
16:44:21:634	Upload Task event uploaded for counter171
16:44:22:714	Upload Task event uploaded for counter172
16:44:23:807	Upload Task event uploaded for counter173
16:44:24:873	Upload Task event uploaded for counter174
16:44:25:952	Upload Task event uploaded for counter175
16:44:27:503	Upload Task event uploaded for counter176
16:44:28:597	Upload Task event uploaded for counter177
16:44:29:670	Upload Task event uploaded for counter178
16:44:30:745	Upload Task event uploaded for counter179
16:44:31:831	Upload Task event uploaded for counter180
16:44:32:928	Upload Task event uploaded for counter181
16:44:34:018	Upload Task event uploaded for counter182
16:44:35:087	Upload Task event uploaded for counter183
16:44:36:170	Upload Task event uploaded for counter184
16:44:37:266	Upload Task event uploaded for counter185
16:44:38:357	Upload Task event uploaded for counter186
16:44:39:456	Upload Task event uploaded for counter187
16:44:40:539	Upload Task event uploaded for counter188
16:44:41:651	Upload Task event uploaded for counter189
16:44:42:729	Upload Task event uploaded for counter190
16:44:43:810	Upload Task event uploaded for counter191
16:44:44:906	Upload Task event uploaded for counter192
16:44:45:993	Upload Task event uploaded for counter193
16:44:47:267	Upload Task event uploaded for counter194
16:44:48:356	Upload Task event uploaded for counter195
16:44:49:446	Upload Task event uploaded for counter196
16:44:50:529	Upload Task event uploaded for counter197
16:44:51:585	Upload Task event uploaded for counter198
16:44:52:663	Upload Task event uploaded for counter199
16:44:53:743	Upload Task event uploaded for counter200
16:44:54:815	Upload Task cancellation request
16:44:54:828	Upload Task completed
