14:18:12:255	Application Starting
14:23:10:971	Upload Task event uploaded for counter2
14:23:14:121	Upload Task event uploaded for counter4
14:23:17:223	Upload Task event uploaded for counter23
14:23:20:290	Upload Task event uploaded for counter34
14:23:23:558	Upload Task event uploaded for counter41
14:23:26:670	Upload Task event uploaded for counter45
14:23:29:873	Upload Task event uploaded for counter51
14:23:33:171	Upload Task event uploaded for counter55
14:23:36:591	Upload Task event uploaded for counter62
14:23:40:441	Upload Task event uploaded for counter93
14:23:45:384	Upload Task event uploaded for counter94
14:23:48:619	Upload Task event uploaded for counter95
14:23:53:016	Upload Task event uploaded for counter1
14:23:57:281	Upload Task event uploaded for counter2
14:24:01:159	Upload Task event uploaded for counter4
14:24:05:110	Upload Task event uploaded for counter23
14:24:08:630	Upload Task event uploaded for counter34
14:24:12:438	Upload Task event uploaded for counter41
14:24:15:711	Upload Task event uploaded for counter45
14:24:19:333	Upload Task event uploaded for counter51
14:24:23:094	Upload Task event uploaded for counter55
14:24:26:686	Upload Task event uploaded for counter62
14:24:30:221	Upload Task event uploaded for counter79
14:24:33:873	Upload Task event uploaded for counter93
14:24:37:800	Upload Task event uploaded for counter94
14:24:42:428	Upload Task event uploaded for counter95
14:24:45:855	Upload Task event uploaded for counter1
14:24:49:664	Upload Task event uploaded for counter2
14:24:53:378	Upload Task event uploaded for counter4
14:24:57:437	Upload Task event uploaded for counter23
14:25:01:121	Upload Task event uploaded for counter34
14:25:04:704	Upload Task event uploaded for counter41
14:25:07:842	Upload Task event uploaded for counter45
14:25:10:930	Upload Task event uploaded for counter51
14:25:14:240	Upload Task event uploaded for counter55
14:25:18:173	Upload Task event uploaded for counter62
14:25:21:704	Upload Task event uploaded for counter79
14:25:25:904	Upload Task event uploaded for counter84
14:25:29:840	Upload Task event uploaded for counter93
14:25:34:272	Upload Task event uploaded for counter94
14:25:38:046	Upload Task event uploaded for counter95
14:25:41:738	Upload Task event uploaded for counter1
14:25:46:138	Upload Task event uploaded for counter2
14:25:49:825	Upload Task event uploaded for counter4
14:25:53:947	Upload Task event uploaded for counter23
14:25:58:637	Upload Task event uploaded for counter34
14:26:03:415	Upload Task event uploaded for counter41
14:26:08:878	Upload Task event uploaded for counter45
14:26:12:733	Upload Task event uploaded for counter51
14:26:16:513	Upload Task event uploaded for counter55
14:26:20:802	Upload Task event uploaded for counter62
14:26:24:957	Upload Task event uploaded for counter79
14:26:28:330	Upload Task event uploaded for counter84
14:26:31:740	Upload Task event uploaded for counter93
14:26:35:337	Upload Task event uploaded for counter94
14:26:38:749	Upload Task event uploaded for counter95
14:26:42:357	Upload Task event uploaded for counter1
14:26:45:945	Upload Task event uploaded for counter2
14:26:49:134	Upload Task event uploaded for counter4
14:26:53:334	Upload Task event uploaded for counter23
14:26:56:757	Upload Task event uploaded for counter34
14:27:00:089	Upload Task event uploaded for counter41
14:27:04:097	Upload Task event uploaded for counter45
14:27:08:770	Upload Task event uploaded for counter47
14:27:12:914	Upload Task event uploaded for counter51
14:27:17:020	Upload Task event uploaded for counter55
14:27:21:345	Upload Task event uploaded for counter59
14:27:25:502	Upload Task event uploaded for counter62
14:27:29:273	Upload Task event uploaded for counter79
14:27:34:094	Upload Task event uploaded for counter84
14:27:37:331	Upload Task event uploaded for counter93
14:27:40:518	Upload Task event uploaded for counter94
14:27:43:895	Upload Task event uploaded for counter95
14:27:47:617	Upload Task event uploaded for counter1
14:27:51:098	Upload Task event uploaded for counter2
14:27:54:573	Upload Task event uploaded for counter4
14:27:59:531	Upload Task event uploaded for counter23
14:28:04:331	Upload Task event uploaded for counter34
14:28:08:046	Upload Task event uploaded for counter41
14:28:11:616	Upload Task event uploaded for counter45
14:28:15:214	Upload Task event uploaded for counter47
14:28:18:462	Upload Task event uploaded for counter51
14:28:21:598	Upload Task event uploaded for counter55
14:28:25:003	Upload Task event uploaded for counter56
14:28:29:598	Upload Task event uploaded for counter59
14:28:32:918	Upload Task event uploaded for counter62
14:28:36:324	Upload Task event uploaded for counter79
14:28:39:469	Upload Task event uploaded for counter84
14:28:42:828	Upload Task event uploaded for counter93
14:28:46:075	Upload Task event uploaded for counter94
14:28:49:185	Upload Task event uploaded for counter95
14:28:52:237	Upload Task event uploaded for counter1
14:28:55:373	Upload Task event uploaded for counter2
14:28:58:868	Upload Task event uploaded for counter23
14:29:02:363	Upload Task event uploaded for counter34
14:29:05:574	Upload Task event uploaded for counter41
14:29:09:800	Upload Task event uploaded for counter45
14:29:13:789	Upload Task event uploaded for counter47
14:29:17:885	Upload Task event uploaded for counter51
14:29:22:767	Upload Task event uploaded for counter55
14:29:27:430	Upload Task event uploaded for counter56
14:29:32:690	Upload Task event uploaded for counter59
14:29:36:303	Upload Task event uploaded for counter62
14:29:39:595	Upload Task event uploaded for counter79
14:29:43:274	Upload Task event uploaded for counter84
14:29:46:455	Upload Task event uploaded for counter93
14:29:50:095	Upload Task event uploaded for counter94
14:29:53:317	Upload Task event uploaded for counter95
14:29:56:548	Upload Task event uploaded for counter1
14:29:59:745	Upload Task event uploaded for counter2
14:30:02:812	Upload Task event uploaded for counter4
14:30:05:863	Upload Task event uploaded for counter23
14:30:08:897	Upload Task cancellation request
14:30:09:027	Upload Task completed
