14:10:36:261	Application Starting
14:15:39:683	Upload Task event uploaded for counter11/8/2018 0:36
14:15:44:096	Upload Task event uploaded for counter11/8/2018 0:37
14:15:46:685	Upload Task event uploaded for counter11/8/2018 0:38
14:15:50:246	Upload Task event uploaded for counter11/8/2018 0:39
14:15:52:726	Upload Task event uploaded for counter11/8/2018 0:40
14:15:55:963	Upload Task event uploaded for counter11/8/2018 0:41
14:15:58:775	Upload Task event uploaded for counter11/8/2018 0:42
14:16:01:509	Upload Task event uploaded for counter11/8/2018 0:43
14:16:05:015	Upload Task event uploaded for counter11/8/2018 0:44
14:16:06:654	Upload Task event uploaded for counter11/8/2018 0:45
14:16:09:709	Upload Task event uploaded for counter11/8/2018 0:46
14:16:13:696	Upload Task event uploaded for counter11/8/2018 0:47
14:16:15:762	Upload Task event uploaded for counter11/8/2018 0:48
14:16:19:818	Upload Task event uploaded for counter11/8/2018 0:49
14:16:22:571	Upload Task event uploaded for counter11/8/2018 0:50
14:16:26:072	Upload Task event uploaded for counter11/8/2018 0:51
14:16:29:257	Upload Task event uploaded for counter11/8/2018 0:52
14:16:32:955	Upload Task event uploaded for counter11/8/2018 0:53
14:16:35:277	Upload Task event uploaded for counter11/8/2018 0:54
14:16:38:136	Upload Task event uploaded for counter11/8/2018 0:55
14:16:40:518	Upload Task event uploaded for counter11/8/2018 0:56
14:16:43:413	Upload Task event uploaded for counter11/8/2018 0:57
14:16:46:752	Upload Task event uploaded for counter11/8/2018 0:58
14:16:49:049	Upload Task event uploaded for counter11/8/2018 0:59
14:16:53:887	Upload Task event uploaded for counter11/8/2018 0:00
14:16:56:252	Upload Task event uploaded for counter11/8/2018 0:01
14:16:58:854	Upload Task event uploaded for counter11/8/2018 0:02
14:17:02:180	Upload Task event uploaded for counter11/8/2018 0:03
14:17:05:280	Upload Task event uploaded for counter11/8/2018 0:04
14:17:07:143	Upload Task event uploaded for counter11/8/2018 0:05
14:17:10:140	Upload Task event uploaded for counter11/8/2018 0:06
14:17:12:705	Upload Task event uploaded for counter11/8/2018 0:07
14:17:15:844	Upload Task event uploaded for counter11/8/2018 0:08
14:17:18:709	Upload Task event uploaded for counter11/8/2018 0:09
14:17:22:526	Upload Task event uploaded for counter11/8/2018 0:10
14:17:24:972	Upload Task event uploaded for counter11/8/2018 0:11
14:17:28:572	Upload Task event uploaded for counter11/8/2018 0:12
14:17:31:271	Upload Task event uploaded for counter11/8/2018 0:13
14:17:33:116	Upload Task event uploaded for counter11/8/2018 0:14
14:17:37:058	Upload Task event uploaded for counter11/8/2018 0:15
14:17:39:546	Upload Task event uploaded for counter11/8/2018 0:16
14:17:42:405	Upload Task event uploaded for counter11/8/2018 0:17
14:17:45:610	Upload Task event uploaded for counter11/8/2018 0:18
14:17:48:048	Upload Task event uploaded for counter11/8/2018 0:19
14:17:51:428	Upload Task event uploaded for counter11/8/2018 0:20
