16:20:21:945	Application Starting
16:22:20:905	Upload Task event uploaded for counter2
16:22:21:979	Upload Task event uploaded for counter4
16:22:23:045	Upload Task event uploaded for counter23
16:22:24:114	Upload Task event uploaded for counter34
16:22:25:236	Upload Task event uploaded for counter41
16:22:26:300	Upload Task event uploaded for counter45
16:22:27:386	Upload Task event uploaded for counter51
16:22:28:450	Upload Task event uploaded for counter55
16:22:29:514	Upload Task event uploaded for counter62
16:22:30:587	Upload Task event uploaded for counter79
16:22:31:657	Upload Task event uploaded for counter84
16:22:32:723	Upload Task event uploaded for counter93
16:22:33:787	Upload Task event uploaded for counter94
16:22:34:853	Upload Task event uploaded for counter95
16:22:35:922	Upload Task event uploaded for counter1
16:22:37:003	Upload Task event uploaded for counter2
16:22:38:067	Upload Task event uploaded for counter4
16:22:39:136	Upload Task event uploaded for counter23
16:22:40:216	Upload Task event uploaded for counter34
16:22:41:283	Upload Task event uploaded for counter41
16:22:42:350	Upload Task event uploaded for counter45
16:22:43:417	Upload Task event uploaded for counter47
16:22:44:486	Upload Task event uploaded for counter51
16:22:45:553	Upload Task event uploaded for counter55
16:22:46:615	Upload Task event uploaded for counter59
16:22:47:686	Upload Task event uploaded for counter62
16:22:48:758	Upload Task event uploaded for counter79
16:22:49:825	Upload Task event uploaded for counter84
16:22:50:891	Upload Task event uploaded for counter93
16:22:51:967	Upload Task event uploaded for counter94
16:22:53:039	Upload Task event uploaded for counter95
16:22:54:109	Upload Task event uploaded for counter1
16:22:55:178	Upload Task event uploaded for counter2
16:22:56:244	Upload Task event uploaded for counter4
16:22:57:312	Upload Task event uploaded for counter23
16:22:58:385	Upload Task event uploaded for counter34
16:22:59:451	Upload Task event uploaded for counter41
16:23:00:517	Upload Task event uploaded for counter45
16:23:01:582	Upload Task event uploaded for counter47
16:23:02:650	Upload Task event uploaded for counter51
16:23:03:714	Upload Task event uploaded for counter55
16:23:04:779	Upload Task event uploaded for counter56
16:23:05:843	Upload Task event uploaded for counter59
16:23:06:929	Upload Task event uploaded for counter62
16:23:07:993	Upload Task event uploaded for counter79
16:23:09:058	Upload Task event uploaded for counter84
16:23:10:123	Upload Task event uploaded for counter93
16:23:11:188	Upload Task event uploaded for counter94
16:23:12:255	Upload Task event uploaded for counter95
16:23:13:322	Upload Task event uploaded for counter1
16:23:14:385	Upload Task event uploaded for counter2
16:23:15:458	Upload Task event uploaded for counter23
16:23:16:523	Upload Task event uploaded for counter34
16:23:17:629	Upload Task event uploaded for counter41
16:23:18:697	Upload Task event uploaded for counter45
16:23:19:763	Upload Task event uploaded for counter47
16:23:20:819	Upload Task event uploaded for counter51
16:23:21:889	Upload Task event uploaded for counter55
16:23:22:956	Upload Task event uploaded for counter56
16:23:24:022	Upload Task event uploaded for counter59
16:23:25:099	Upload Task event uploaded for counter62
16:23:26:169	Upload Task event uploaded for counter79
16:23:27:242	Upload Task event uploaded for counter84
16:23:28:309	Upload Task event uploaded for counter93
16:23:29:378	Upload Task event uploaded for counter94
16:23:30:448	Upload Task event uploaded for counter95
16:23:31:511	Upload Task event uploaded for counter1
16:23:32:575	Upload Task event uploaded for counter2
16:23:33:646	Upload Task event uploaded for counter4
16:23:34:713	Upload Task event uploaded for counter23
16:23:35:778	Upload Task event uploaded for counter34
16:23:37:067	Upload Task event uploaded for counter41
16:23:38:187	Upload Task event uploaded for counter45
16:23:39:255	Upload Task event uploaded for counter47
16:23:40:321	Upload Task event uploaded for counter51
16:23:41:387	Upload Task event uploaded for counter55
16:23:42:458	Upload Task event uploaded for counter56
16:23:43:561	Upload Task event uploaded for counter59
16:23:44:628	Upload Task event uploaded for counter62
16:23:45:693	Upload Task event uploaded for counter79
16:23:46:758	Upload Task event uploaded for counter84
16:23:47:825	Upload Task event uploaded for counter93
16:23:48:892	Upload Task event uploaded for counter94
16:23:49:957	Upload Task event uploaded for counter95
16:23:51:031	Upload Task event uploaded for counter1
16:23:52:100	Upload Task event uploaded for counter2
16:23:53:169	Upload Task event uploaded for counter4
16:23:54:235	Upload Task event uploaded for counter15
16:23:55:294	Upload Task event uploaded for counter23
16:23:56:381	Upload Task event uploaded for counter34
16:23:57:447	Upload Task event uploaded for counter41
16:23:58:512	Upload Task event uploaded for counter45
16:23:59:576	Upload Task event uploaded for counter47
16:24:00:643	Upload Task event uploaded for counter51
16:24:01:743	Upload Task event uploaded for counter55
16:24:02:811	Upload Task event uploaded for counter56
16:24:03:880	Upload Task event uploaded for counter58
16:24:04:947	Upload Task event uploaded for counter59
16:24:06:032	Upload Task event uploaded for counter62
16:24:07:097	Upload Task event uploaded for counter84
16:24:08:176	Upload Task event uploaded for counter92
16:24:09:245	Upload Task event uploaded for counter93
16:24:10:311	Upload Task event uploaded for counter94
16:24:11:382	Upload Task event uploaded for counter95
16:24:12:445	Upload Task event uploaded for counter1
16:24:13:540	Upload Task event uploaded for counter2
16:24:14:604	Upload Task event uploaded for counter4
16:24:15:673	Upload Task event uploaded for counter15
16:24:16:748	Upload Task event uploaded for counter23
16:24:17:838	Upload Task event uploaded for counter34
16:24:18:907	Upload Task event uploaded for counter41
16:24:19:976	Upload Task event uploaded for counter45
16:24:21:043	Upload Task event uploaded for counter47
16:24:22:120	Upload Task event uploaded for counter51
16:24:23:188	Upload Task event uploaded for counter54
16:24:24:256	Upload Task event uploaded for counter55
16:24:25:323	Upload Task event uploaded for counter56
16:24:26:389	Upload Task event uploaded for counter58
16:24:27:453	Upload Task event uploaded for counter59
16:24:28:513	Upload Task event uploaded for counter62
16:24:29:567	Upload Task event uploaded for counter84
16:24:30:634	Upload Task event uploaded for counter92
16:24:31:706	Upload Task event uploaded for counter93
16:24:32:771	Upload Task event uploaded for counter94
16:24:33:836	Upload Task event uploaded for counter95
16:24:34:945	Upload Task event uploaded for counter1
16:24:36:015	Upload Task event uploaded for counter2
16:24:37:083	Upload Task event uploaded for counter4
16:24:38:149	Upload Task event uploaded for counter15
16:24:39:222	Upload Task event uploaded for counter23
16:24:40:291	Upload Task event uploaded for counter27
16:24:41:360	Upload Task event uploaded for counter34
16:24:42:424	Upload Task event uploaded for counter41
16:24:43:590	Upload Task event uploaded for counter45
16:24:44:658	Upload Task event uploaded for counter47
16:24:45:724	Upload Task event uploaded for counter51
16:24:46:789	Upload Task event uploaded for counter54
16:24:47:859	Upload Task event uploaded for counter55
16:24:48:923	Upload Task event uploaded for counter56
16:24:49:991	Upload Task event uploaded for counter58
16:24:51:060	Upload Task event uploaded for counter59
16:24:52:126	Upload Task event uploaded for counter62
16:24:53:199	Upload Task event uploaded for counter84
16:24:54:265	Upload Task event uploaded for counter92
16:24:55:331	Upload Task event uploaded for counter93
16:24:56:397	Upload Task event uploaded for counter94
16:24:57:465	Upload Task event uploaded for counter95
16:24:58:530	Upload Task event uploaded for counter1
16:24:59:593	Upload Task event uploaded for counter2
16:25:00:663	Upload Task event uploaded for counter4
16:25:01:737	Upload Task event uploaded for counter15
16:25:02:816	Upload Task event uploaded for counter23
16:25:03:870	Upload Task event uploaded for counter27
16:25:04:937	Upload Task event uploaded for counter28
16:25:06:012	Upload Task event uploaded for counter34
16:25:07:086	Upload Task event uploaded for counter41
16:25:08:151	Upload Task event uploaded for counter45
16:25:09:226	Upload Task event uploaded for counter47
16:25:10:317	Upload Task event uploaded for counter51
16:25:11:382	Upload Task event uploaded for counter54
16:25:12:823	Upload Task event uploaded for counter55
16:25:13:891	Upload Task event uploaded for counter56
16:25:14:957	Upload Task event uploaded for counter58
16:25:16:050	Upload Task event uploaded for counter59
16:25:17:113	Upload Task event uploaded for counter62
16:25:18:181	Upload Task event uploaded for counter84
16:25:19:246	Upload Task event uploaded for counter92
16:25:20:317	Upload Task event uploaded for counter93
16:25:21:383	Upload Task event uploaded for counter94
16:25:22:454	Upload Task event uploaded for counter95
16:25:23:519	Upload Task event uploaded for counter1
16:25:24:583	Upload Task event uploaded for counter2
16:25:25:653	Upload Task event uploaded for counter4
16:25:26:717	Upload Task event uploaded for counter15
16:25:27:792	Upload Task event uploaded for counter23
16:25:28:867	Upload Task event uploaded for counter27
16:25:29:936	Upload Task event uploaded for counter28
16:25:31:002	Upload Task event uploaded for counter34
16:25:32:076	Upload Task event uploaded for counter41
16:25:33:141	Upload Task event uploaded for counter45
16:25:34:235	Upload Task event uploaded for counter47
16:25:35:307	Upload Task event uploaded for counter51
16:25:36:379	Upload Task event uploaded for counter54
16:25:37:462	Upload Task event uploaded for counter55
16:25:38:518	Upload Task event uploaded for counter56
16:25:39:585	Upload Task event uploaded for counter58
16:25:40:651	Upload Task event uploaded for counter59
16:25:41:719	Upload Task event uploaded for counter62
16:25:42:793	Upload Task event uploaded for counter84
16:25:43:858	Upload Task event uploaded for counter92
16:25:44:988	Upload Task event uploaded for counter93
16:25:46:055	Upload Task event uploaded for counter94
16:25:47:125	Upload Task event uploaded for counter95
16:25:48:199	Upload Task event uploaded for counter1
16:25:49:268	Upload Task event uploaded for counter2
16:25:50:349	Upload Task event uploaded for counter4
16:25:51:415	Upload Task event uploaded for counter15
16:25:52:488	Upload Task event uploaded for counter23
16:25:53:554	Upload Task event uploaded for counter27
16:25:54:623	Upload Task event uploaded for counter28
16:25:55:693	Upload Task event uploaded for counter34
16:25:56:761	Upload Task event uploaded for counter36
16:25:57:835	Upload Task event uploaded for counter41
16:25:58:907	Upload Task event uploaded for counter44
16:25:59:971	Upload Task event uploaded for counter45
16:26:01:043	Upload Task event uploaded for counter47
16:26:02:107	Upload Task event uploaded for counter51
16:26:03:172	Upload Task event uploaded for counter54
16:26:04:237	Upload Task event uploaded for counter55
16:26:05:301	Upload Task event uploaded for counter56
16:26:06:366	Upload Task event uploaded for counter58
16:26:07:442	Upload Task event uploaded for counter59
16:26:08:518	Upload Task event uploaded for counter62
16:26:09:577	Upload Task event uploaded for counter79
16:26:10:647	Upload Task event uploaded for counter80
16:26:11:715	Upload Task event uploaded for counter84
16:26:12:781	Upload Task event uploaded for counter92
16:26:13:848	Upload Task event uploaded for counter93
16:26:14:906	Upload Task event uploaded for counter94
16:26:15:984	Upload Task event uploaded for counter95
16:26:17:048	Upload Task event uploaded for counter1
16:26:18:115	Upload Task event uploaded for counter2
16:26:19:204	Upload Task event uploaded for counter4
16:26:20:286	Upload Task event uploaded for counter15
16:26:21:351	Upload Task event uploaded for counter23
16:26:22:420	Upload Task event uploaded for counter27
16:26:23:488	Upload Task event uploaded for counter28
16:26:24:563	Upload Task event uploaded for counter34
16:26:25:635	Upload Task event uploaded for counter36
16:26:26:698	Upload Task event uploaded for counter41
16:26:27:764	Upload Task event uploaded for counter44
16:26:28:832	Upload Task event uploaded for counter45
16:26:29:899	Upload Task event uploaded for counter47
16:26:30:967	Upload Task event uploaded for counter51
16:26:32:039	Upload Task event uploaded for counter54
16:26:33:109	Upload Task event uploaded for counter55
16:26:34:178	Upload Task event uploaded for counter56
16:26:35:244	Upload Task event uploaded for counter58
16:26:36:313	Upload Task event uploaded for counter59
16:26:37:385	Upload Task event uploaded for counter62
16:26:38:450	Upload Task event uploaded for counter79
16:26:39:516	Upload Task event uploaded for counter80
16:26:40:611	Upload Task event uploaded for counter84
16:26:41:699	Upload Task event uploaded for counter92
16:26:42:767	Upload Task event uploaded for counter93
16:26:43:832	Upload Task event uploaded for counter94
16:26:44:904	Upload Task event uploaded for counter95
16:26:46:368	Upload Task event uploaded for counter1
16:26:47:424	Upload Task event uploaded for counter2
16:26:48:638	Upload Task event uploaded for counter4
16:26:49:702	Upload Task event uploaded for counter15
16:26:50:778	Upload Task event uploaded for counter19
16:26:51:857	Upload Task event uploaded for counter23
16:26:52:922	Upload Task event uploaded for counter27
16:26:53:989	Upload Task event uploaded for counter28
16:26:55:069	Upload Task event uploaded for counter34
16:26:56:136	Upload Task event uploaded for counter36
16:26:57:202	Upload Task event uploaded for counter41
16:26:58:265	Upload Task event uploaded for counter44
16:26:59:341	Upload Task event uploaded for counter45
16:27:00:407	Upload Task event uploaded for counter47
16:27:01:481	Upload Task event uploaded for counter51
16:27:02:549	Upload Task event uploaded for counter54
16:27:03:614	Upload Task event uploaded for counter55
16:27:04:678	Upload Task event uploaded for counter56
16:27:05:748	Upload Task event uploaded for counter58
16:27:06:814	Upload Task event uploaded for counter59
16:27:07:881	Upload Task event uploaded for counter62
16:27:08:960	Upload Task event uploaded for counter68
16:27:10:030	Upload Task event uploaded for counter79
16:27:11:096	Upload Task event uploaded for counter80
16:27:12:160	Upload Task event uploaded for counter84
16:27:13:227	Upload Task event uploaded for counter92
16:27:14:293	Upload Task event uploaded for counter93
16:27:15:358	Upload Task event uploaded for counter94
16:27:16:435	Upload Task event uploaded for counter95
16:27:17:501	Upload Task event uploaded for counter1
16:27:18:575	Upload Task event uploaded for counter2
16:27:19:825	Upload Task event uploaded for counter4
16:27:20:913	Upload Task event uploaded for counter15
16:27:21:970	Upload Task event uploaded for counter19
16:27:23:028	Upload Task event uploaded for counter23
16:27:24:091	Upload Task event uploaded for counter27
16:27:25:156	Upload Task event uploaded for counter28
16:27:26:223	Upload Task event uploaded for counter34
16:27:27:295	Upload Task event uploaded for counter36
16:27:28:364	Upload Task event uploaded for counter41
16:27:29:431	Upload Task event uploaded for counter44
16:27:30:513	Upload Task event uploaded for counter45
16:27:31:577	Upload Task event uploaded for counter47
16:27:32:642	Upload Task event uploaded for counter51
16:27:33:712	Upload Task event uploaded for counter54
16:27:34:776	Upload Task event uploaded for counter55
16:27:35:843	Upload Task event uploaded for counter56
16:27:36:916	Upload Task event uploaded for counter58
16:27:37:991	Upload Task event uploaded for counter59
16:27:39:055	Upload Task event uploaded for counter62
16:27:40:124	Upload Task event uploaded for counter68
16:27:41:226	Upload Task event uploaded for counter79
16:27:42:292	Upload Task event uploaded for counter80
16:27:43:364	Upload Task event uploaded for counter84
16:27:44:440	Upload Task event uploaded for counter92
16:27:45:514	Upload Task event uploaded for counter93
16:27:46:579	Upload Task event uploaded for counter94
16:27:47:645	Upload Task event uploaded for counter95
16:27:48:711	Upload Task event uploaded for counter1
16:27:49:776	Upload Task event uploaded for counter2
16:27:50:851	Upload Task event uploaded for counter4
16:27:51:918	Upload Task event uploaded for counter15
16:27:52:993	Upload Task event uploaded for counter19
16:27:54:059	Upload Task event uploaded for counter23
16:27:55:124	Upload Task event uploaded for counter27
16:27:56:189	Upload Task event uploaded for counter28
16:27:57:264	Upload Task event uploaded for counter34
16:27:58:338	Upload Task event uploaded for counter36
16:27:59:405	Upload Task event uploaded for counter41
16:28:00:469	Upload Task event uploaded for counter44
16:28:01:534	Upload Task event uploaded for counter45
16:28:02:597	Upload Task event uploaded for counter47
16:28:03:666	Upload Task event uploaded for counter51
16:28:04:734	Upload Task event uploaded for counter54
16:28:05:800	Upload Task event uploaded for counter55
16:28:06:865	Upload Task event uploaded for counter56
16:28:07:985	Upload Task event uploaded for counter58
16:28:09:051	Upload Task event uploaded for counter59
16:28:10:121	Upload Task event uploaded for counter62
16:28:11:185	Upload Task event uploaded for counter68
16:28:12:259	Upload Task event uploaded for counter79
16:28:13:328	Upload Task event uploaded for counter80
16:28:14:395	Upload Task event uploaded for counter84
16:28:15:459	Upload Task event uploaded for counter92
16:28:16:529	Upload Task event uploaded for counter93
16:28:17:593	Upload Task event uploaded for counter94
16:28:18:658	Upload Task event uploaded for counter95
16:28:19:745	Upload Task event uploaded for counter100
16:28:20:811	Upload Task event uploaded for counter1
16:28:21:878	Upload Task event uploaded for counter2
16:28:22:945	Upload Task event uploaded for counter4
16:28:24:014	Upload Task event uploaded for counter15
16:28:25:092	Upload Task event uploaded for counter19
16:28:26:161	Upload Task event uploaded for counter23
16:28:27:225	Upload Task event uploaded for counter27
16:28:28:415	Upload Task event uploaded for counter28
16:28:29:489	Upload Task event uploaded for counter34
16:28:30:556	Upload Task event uploaded for counter36
16:28:31:616	Upload Task event uploaded for counter38
16:28:32:682	Upload Task event uploaded for counter41
16:28:33:758	Upload Task event uploaded for counter44
16:28:34:824	Upload Task event uploaded for counter45
16:28:35:891	Upload Task event uploaded for counter47
16:28:36:954	Upload Task event uploaded for counter51
16:28:38:021	Upload Task event uploaded for counter55
16:28:39:089	Upload Task event uploaded for counter56
16:28:40:166	Upload Task event uploaded for counter58
16:28:41:230	Upload Task event uploaded for counter59
16:28:42:299	Upload Task event uploaded for counter68
16:28:43:368	Upload Task event uploaded for counter79
16:28:44:438	Upload Task event uploaded for counter80
16:28:45:503	Upload Task event uploaded for counter84
16:28:46:572	Upload Task event uploaded for counter92
16:28:47:649	Upload Task event uploaded for counter93
16:28:48:720	Upload Task event uploaded for counter94
16:28:49:787	Upload Task event uploaded for counter95
16:28:50:871	Upload Task event uploaded for counter100
16:28:51:940	Upload Task event uploaded for counter1
16:28:53:010	Upload Task event uploaded for counter2
16:28:54:075	Upload Task event uploaded for counter4
16:28:55:142	Upload Task event uploaded for counter15
16:28:56:206	Upload Task event uploaded for counter19
16:28:57:366	Upload Task event uploaded for counter23
16:28:58:441	Upload Task event uploaded for counter27
16:28:59:515	Upload Task event uploaded for counter28
16:29:00:583	Upload Task event uploaded for counter34
16:29:01:649	Upload Task event uploaded for counter38
16:29:02:703	Upload Task event uploaded for counter41
16:29:03:771	Upload Task event uploaded for counter44
16:29:04:840	Upload Task event uploaded for counter45
16:29:05:914	Upload Task event uploaded for counter47
16:29:06:978	Upload Task event uploaded for counter51
16:29:08:043	Upload Task event uploaded for counter56
16:29:09:110	Upload Task event uploaded for counter58
16:29:10:180	Upload Task event uploaded for counter59
16:29:11:256	Upload Task event uploaded for counter60
16:29:12:359	Upload Task event uploaded for counter68
16:29:13:423	Upload Task event uploaded for counter79
16:29:14:498	Upload Task event uploaded for counter80
16:29:15:561	Upload Task event uploaded for counter84
16:29:16:628	Upload Task event uploaded for counter92
16:29:17:704	Upload Task event uploaded for counter93
16:29:18:773	Upload Task event uploaded for counter94
16:29:19:838	Upload Task event uploaded for counter95
16:29:20:905	Upload Task event uploaded for counter100
16:29:21:997	Upload Task event uploaded for counter1
16:29:23:064	Upload Task event uploaded for counter2
16:29:24:133	Upload Task event uploaded for counter4
16:29:25:197	Upload Task event uploaded for counter15
16:29:26:262	Upload Task event uploaded for counter19
16:29:27:326	Upload Task event uploaded for counter23
16:29:28:399	Upload Task event uploaded for counter27
16:29:29:466	Upload Task event uploaded for counter28
16:29:30:539	Upload Task event uploaded for counter34
16:29:31:604	Upload Task event uploaded for counter38
16:29:32:673	Upload Task event uploaded for counter41
16:29:33:740	Upload Task event uploaded for counter44
16:29:34:806	Upload Task event uploaded for counter45
16:29:35:874	Upload Task event uploaded for counter47
16:29:36:939	Upload Task event uploaded for counter51
16:29:37:996	Upload Task event uploaded for counter56
16:29:39:063	Upload Task event uploaded for counter58
16:29:40:132	Upload Task event uploaded for counter59
16:29:41:188	Upload Task event uploaded for counter60
16:29:42:255	Upload Task event uploaded for counter68
16:29:43:321	Upload Task event uploaded for counter79
16:29:44:394	Upload Task event uploaded for counter80
16:29:45:469	Upload Task event uploaded for counter84
16:29:46:541	Upload Task event uploaded for counter92
16:29:47:607	Upload Task event uploaded for counter93
16:29:48:681	Upload Task event uploaded for counter94
16:29:49:744	Upload Task event uploaded for counter95
16:29:50:837	Upload Task event uploaded for counter100
16:29:51:902	Upload Task event uploaded for counter1
16:29:52:978	Upload Task event uploaded for counter2
16:29:54:043	Upload Task event uploaded for counter4
16:29:55:108	Upload Task event uploaded for counter15
16:29:56:174	Upload Task event uploaded for counter19
16:29:57:254	Upload Task event uploaded for counter23
16:29:58:320	Upload Task event uploaded for counter27
16:29:59:393	Upload Task event uploaded for counter28
16:30:00:457	Upload Task event uploaded for counter34
16:30:01:522	Upload Task event uploaded for counter37
16:30:02:588	Upload Task event uploaded for counter38
16:30:03:661	Upload Task event uploaded for counter41
16:30:04:726	Upload Task event uploaded for counter44
16:30:05:793	Upload Task event uploaded for counter45
16:30:06:858	Upload Task event uploaded for counter47
16:30:07:923	Upload Task event uploaded for counter51
16:30:08:988	Upload Task event uploaded for counter55
16:30:10:054	Upload Task event uploaded for counter56
16:30:11:125	Upload Task event uploaded for counter58
16:30:12:180	Upload Task event uploaded for counter59
16:30:13:244	Upload Task event uploaded for counter60
16:30:14:318	Upload Task event uploaded for counter68
16:30:15:374	Upload Task event uploaded for counter79
16:30:16:451	Upload Task event uploaded for counter80
16:30:17:524	Upload Task event uploaded for counter84
16:30:18:588	Upload Task event uploaded for counter92
16:30:19:662	Upload Task event uploaded for counter93
16:30:20:729	Upload Task event uploaded for counter100
16:30:21:811	Upload Task event uploaded for counter1
16:30:22:883	Upload Task event uploaded for counter2
16:30:23:949	Upload Task event uploaded for counter4
16:30:25:033	Upload Task event uploaded for counter15
16:30:26:097	Upload Task event uploaded for counter19
16:30:27:177	Upload Task event uploaded for counter25
16:30:28:241	Upload Task event uploaded for counter27
16:30:29:326	Upload Task event uploaded for counter28
16:30:30:394	Upload Task event uploaded for counter34
16:30:31:460	Upload Task event uploaded for counter37
16:30:32:525	Upload Task event uploaded for counter38
16:30:33:589	Upload Task event uploaded for counter41
16:30:34:653	Upload Task event uploaded for counter44
16:30:35:719	Upload Task event uploaded for counter45
16:30:36:782	Upload Task event uploaded for counter47
16:30:37:848	Upload Task event uploaded for counter51
16:30:38:914	Upload Task event uploaded for counter55
16:30:39:977	Upload Task event uploaded for counter56
16:30:41:043	Upload Task event uploaded for counter58
16:30:42:131	Upload Task event uploaded for counter59
16:30:43:196	Upload Task event uploaded for counter60
16:30:44:254	Upload Task event uploaded for counter68
16:30:45:322	Upload Task event uploaded for counter79
16:30:46:392	Upload Task event uploaded for counter80
16:30:47:450	Upload Task event uploaded for counter84
16:30:48:515	Upload Task event uploaded for counter92
16:30:49:585	Upload Task event uploaded for counter93
16:30:50:654	Upload Task event uploaded for counter100
16:30:51:723	Upload Task event uploaded for counter1
16:30:52:791	Upload Task event uploaded for counter2
16:30:53:861	Upload Task event uploaded for counter4
16:30:54:934	Upload Task event uploaded for counter15
16:30:56:000	Upload Task event uploaded for counter19
16:30:57:075	Upload Task event uploaded for counter24
16:30:58:139	Upload Task event uploaded for counter25
16:30:59:208	Upload Task event uploaded for counter27
16:31:00:389	Upload Task event uploaded for counter28
16:31:01:455	Upload Task event uploaded for counter34
16:31:02:530	Upload Task event uploaded for counter37
16:31:03:596	Upload Task event uploaded for counter38
16:31:04:660	Upload Task event uploaded for counter44
16:31:05:733	Upload Task event uploaded for counter45
16:31:06:798	Upload Task event uploaded for counter47
16:31:07:868	Upload Task event uploaded for counter51
16:31:08:934	Upload Task event uploaded for counter55
16:31:10:020	Upload Task event uploaded for counter56
16:31:11:084	Upload Task event uploaded for counter57
16:31:12:150	Upload Task event uploaded for counter58
16:31:13:216	Upload Task event uploaded for counter59
16:31:14:283	Upload Task event uploaded for counter60
16:31:15:347	Upload Task event uploaded for counter68
16:31:16:413	Upload Task event uploaded for counter79
16:31:17:479	Upload Task event uploaded for counter80
16:31:18:536	Upload Task event uploaded for counter83
16:31:19:599	Upload Task event uploaded for counter84
16:31:20:671	Upload Task event uploaded for counter92
16:31:21:729	Upload Task event uploaded for counter93
16:31:22:795	Upload Task event uploaded for counter100
16:31:23:860	Upload Task event uploaded for counter1
16:31:24:925	Upload Task event uploaded for counter2
16:31:25:994	Upload Task event uploaded for counter3
16:31:27:059	Upload Task event uploaded for counter4
16:31:28:123	Upload Task event uploaded for counter15
16:31:29:190	Upload Task event uploaded for counter19
16:31:30:264	Upload Task event uploaded for counter24
16:31:31:350	Upload Task event uploaded for counter25
