16:45:14:355	Application Starting
16:46:04:423	Upload Task event uploaded for counter41
16:46:05:521	Upload Task event uploaded for counter42
16:46:06:595	Upload Task event uploaded for counter43
16:46:07:691	Upload Task event uploaded for counter44
16:46:08:770	Upload Task event uploaded for counter45
16:46:09:847	Upload Task event uploaded for counter46
16:46:10:923	Upload Task event uploaded for counter47
16:46:12:003	Upload Task event uploaded for counter48
16:46:13:088	Upload Task event uploaded for counter49
16:46:14:244	Upload Task event uploaded for counter50
16:46:15:333	Upload Task event uploaded for counter51
16:46:16:433	Upload Task event uploaded for counter52
16:46:17:508	Upload Task event uploaded for counter53
16:46:18:591	Upload Task event uploaded for counter54
16:46:19:973	Upload Task event uploaded for counter55
16:46:21:056	Upload Task event uploaded for counter56
16:46:22:148	Upload Task event uploaded for counter57
16:46:23:235	Upload Task event uploaded for counter58
16:46:24:315	Upload Task event uploaded for counter59
16:46:25:405	Upload Task event uploaded for counter60
16:46:26:483	Upload Task event uploaded for counter61
16:46:27:564	Upload Task event uploaded for counter62
16:46:28:653	Upload Task event uploaded for counter63
16:46:29:734	Upload Task event uploaded for counter64
16:46:30:819	Upload Task event uploaded for counter65
16:46:31:896	Upload Task event uploaded for counter66
16:46:32:964	Upload Task event uploaded for counter67
16:46:34:040	Upload Task event uploaded for counter68
16:46:35:124	Upload Task event uploaded for counter69
16:46:36:207	Upload Task event uploaded for counter70
16:46:37:281	Upload Task event uploaded for counter71
16:46:38:369	Upload Task event uploaded for counter72
16:46:39:468	Upload Task event uploaded for counter73
16:46:40:541	Upload Task event uploaded for counter74
16:46:41:622	Upload Task event uploaded for counter75
16:46:42:702	Upload Task event uploaded for counter76
16:46:43:801	Upload Task event uploaded for counter77
16:46:44:875	Upload Task event uploaded for counter78
16:46:45:956	Upload Task event uploaded for counter79
16:46:47:046	Upload Task event uploaded for counter80
16:46:48:141	Upload Task event uploaded for counter81
16:46:49:224	Upload Task event uploaded for counter82
16:46:50:294	Upload Task event uploaded for counter83
16:46:51:364	Upload Task event uploaded for counter84
16:46:52:444	Upload Task event uploaded for counter85
16:46:53:514	Upload Task event uploaded for counter86
16:46:54:592	Upload Task event uploaded for counter87
16:46:55:667	Upload Task event uploaded for counter88
16:46:56:756	Upload Task event uploaded for counter89
16:46:57:834	Upload Task event uploaded for counter90
16:46:58:904	Upload Task event uploaded for counter91
16:46:59:988	Upload Task event uploaded for counter92
16:47:01:076	Upload Task event uploaded for counter93
16:47:02:144	Upload Task event uploaded for counter94
16:47:03:234	Upload Task event uploaded for counter95
16:47:04:327	Upload Task event uploaded for counter96
16:47:05:413	Upload Task event uploaded for counter97
16:47:06:487	Upload Task event uploaded for counter98
16:47:07:565	Upload Task event uploaded for counter99
16:47:08:640	Upload Task event uploaded for counter100
16:47:09:704	Upload Task event uploaded for counter101
16:47:10:777	Upload Task event uploaded for counter102
16:47:11:854	Upload Task event uploaded for counter103
16:47:12:942	Upload Task event uploaded for counter104
16:47:14:031	Upload Task event uploaded for counter105
16:47:15:115	Upload Task event uploaded for counter106
16:47:16:194	Upload Task event uploaded for counter107
16:47:17:274	Upload Task event uploaded for counter108
16:47:18:350	Upload Task event uploaded for counter109
16:47:19:436	Upload Task event uploaded for counter110
16:47:20:527	Upload Task event uploaded for counter111
16:47:21:607	Upload Task event uploaded for counter112
16:47:22:705	Upload Task event uploaded for counter113
16:47:23:794	Upload Task event uploaded for counter114
16:47:24:878	Upload Task event uploaded for counter115
16:47:25:950	Upload Task event uploaded for counter116
16:47:27:032	Upload Task event uploaded for counter117
16:47:28:126	Upload Task event uploaded for counter118
16:47:29:194	Upload Task event uploaded for counter119
16:47:30:270	Upload Task event uploaded for counter120
16:47:31:364	Upload Task event uploaded for counter121
16:47:32:440	Upload Task event uploaded for counter122
16:47:33:535	Upload Task event uploaded for counter123
16:47:34:605	Upload Task event uploaded for counter124
16:47:35:671	Upload Task event uploaded for counter125
16:47:36:744	Upload Task event uploaded for counter126
16:47:37:854	Upload Task event uploaded for counter127
16:47:38:919	Upload Task event uploaded for counter128
16:47:40:007	Upload Task event uploaded for counter129
16:47:41:112	Upload Task event uploaded for counter130
16:47:42:184	Upload Task event uploaded for counter131
16:47:43:257	Upload Task event uploaded for counter132
16:47:44:329	Upload Task event uploaded for counter133
16:47:45:412	Upload Task event uploaded for counter134
16:47:46:484	Upload Task event uploaded for counter135
16:47:47:558	Upload Task event uploaded for counter136
16:47:48:623	Upload Task event uploaded for counter137
16:47:49:735	Upload Task event uploaded for counter138
16:47:50:824	Upload Task event uploaded for counter139
16:47:51:897	Upload Task event uploaded for counter140
16:47:52:982	Upload Task event uploaded for counter141
16:47:54:058	Upload Task event uploaded for counter142
16:47:55:138	Upload Task event uploaded for counter143
16:47:56:206	Upload Task event uploaded for counter144
16:47:57:266	Upload Task event uploaded for counter145
16:47:58:346	Upload Task event uploaded for counter146
16:47:59:414	Upload Task event uploaded for counter147
16:48:00:493	Upload Task event uploaded for counter148
16:48:01:578	Upload Task event uploaded for counter149
16:48:02:666	Upload Task event uploaded for counter150
16:48:03:744	Upload Task event uploaded for counter151
16:48:04:832	Upload Task event uploaded for counter152
16:48:05:930	Upload Task event uploaded for counter153
16:48:07:006	Upload Task event uploaded for counter154
16:48:08:105	Upload Task event uploaded for counter155
16:48:09:199	Upload Task event uploaded for counter156
16:48:10:276	Upload Task event uploaded for counter157
16:48:11:354	Upload Task event uploaded for counter158
16:48:12:435	Upload Task event uploaded for counter159
16:48:13:512	Upload Task event uploaded for counter160
16:48:14:601	Upload Task event uploaded for counter161
16:48:15:677	Upload Task event uploaded for counter162
16:48:16:743	Upload Task event uploaded for counter163
16:48:17:824	Upload Task event uploaded for counter164
16:48:18:910	Upload Task event uploaded for counter165
16:48:19:985	Upload Task event uploaded for counter166
16:48:21:080	Upload Task event uploaded for counter167
16:48:22:185	Upload Task event uploaded for counter168
16:48:23:257	Upload Task event uploaded for counter169
16:48:24:342	Upload Task event uploaded for counter170
16:48:25:410	Upload Task event uploaded for counter171
16:48:26:489	Upload Task event uploaded for counter172
16:48:27:555	Upload Task event uploaded for counter173
16:48:28:626	Upload Task event uploaded for counter174
16:48:29:690	Upload Task event uploaded for counter175
16:48:30:775	Upload Task event uploaded for counter176
16:48:31:869	Upload Task event uploaded for counter177
16:48:32:945	Upload Task event uploaded for counter178
16:48:34:041	Upload Task event uploaded for counter179
16:48:35:125	Upload Task event uploaded for counter180
16:48:36:268	Upload Task event uploaded for counter181
16:48:37:365	Upload Task event uploaded for counter182
16:48:38:455	Upload Task event uploaded for counter183
16:48:39:533	Upload Task event uploaded for counter184
16:48:40:614	Upload Task event uploaded for counter185
16:48:41:692	Upload Task event uploaded for counter186
16:48:42:783	Upload Task event uploaded for counter187
16:48:43:853	Upload Task event uploaded for counter188
16:48:44:931	Upload Task event uploaded for counter189
16:48:46:015	Upload Task event uploaded for counter190
16:48:47:102	Upload Task event uploaded for counter191
16:48:48:175	Upload Task event uploaded for counter192
16:48:49:272	Upload Task event uploaded for counter193
16:48:50:362	Upload Task event uploaded for counter194
16:48:51:455	Upload Task event uploaded for counter195
16:48:52:529	Upload Task event uploaded for counter196
16:48:53:600	Upload Task event uploaded for counter197
16:48:54:677	Upload Task event uploaded for counter198
16:48:55:764	Upload Task event uploaded for counter199
16:48:56:851	Upload Task event uploaded for counter200
16:48:57:925	Upload Task event uploaded for counter201
16:48:59:008	Upload Task event uploaded for counter202
16:49:00:099	Upload Task event uploaded for counter203
16:49:01:179	Upload Task event uploaded for counter204
16:49:02:272	Upload Task event uploaded for counter205
16:49:03:359	Upload Task event uploaded for counter206
16:49:04:442	Upload Task event uploaded for counter207
16:49:05:528	Upload Task event uploaded for counter208
16:49:06:616	Upload Task event uploaded for counter209
16:49:07:711	Upload Task event uploaded for counter210
16:49:08:772	Upload Task event uploaded for counter211
16:49:09:857	Upload Task event uploaded for counter212
16:49:10:953	Upload Task event uploaded for counter213
16:49:12:133	Upload Task event uploaded for counter214
16:49:13:247	Upload Task event uploaded for counter215
16:49:14:347	Upload Task event uploaded for counter216
16:49:15:440	Upload Task event uploaded for counter217
16:49:16:835	Upload Task event uploaded for counter218
16:49:17:999	Upload Task event uploaded for counter219
16:49:19:394	Upload Task event uploaded for counter220
16:49:20:469	Upload Task event uploaded for counter221
16:49:21:553	Upload Task event uploaded for counter222
16:49:22:637	Upload Task event uploaded for counter223
16:49:23:727	Upload Task event uploaded for counter224
16:49:24:812	Upload Task event uploaded for counter225
16:49:25:886	Upload Task event uploaded for counter226
16:49:26:980	Upload Task event uploaded for counter227
16:49:28:062	Upload Task event uploaded for counter228
16:49:29:189	Upload Task event uploaded for counter229
16:49:30:258	Upload Task event uploaded for counter230
16:49:31:336	Upload Task event uploaded for counter231
16:49:32:850	Upload Task event uploaded for counter232
16:49:33:931	Upload Task event uploaded for counter233
16:49:34:999	Upload Task event uploaded for counter234
16:49:36:080	Upload Task event uploaded for counter235
16:49:37:154	Upload Task event uploaded for counter236
16:49:38:242	Upload Task event uploaded for counter237
16:49:39:340	Upload Task event uploaded for counter238
16:49:40:408	Upload Task event uploaded for counter239
16:49:41:472	Upload Task event uploaded for counter240
16:49:42:536	Upload Task event uploaded for counter241
16:49:43:607	Upload Task event uploaded for counter242
16:49:44:692	Upload Task event uploaded for counter243
16:49:45:777	Upload Task event uploaded for counter244
16:49:46:875	Upload Task event uploaded for counter245
16:49:47:963	Upload Task event uploaded for counter246
16:49:49:043	Upload Task event uploaded for counter247
16:49:50:118	Upload Task event uploaded for counter248
16:49:51:202	Upload Task event uploaded for counter249
16:49:52:275	Upload Task event uploaded for counter250
16:49:53:360	Upload Task event uploaded for counter251
16:49:54:435	Upload Task event uploaded for counter252
16:49:55:518	Upload Task event uploaded for counter253
16:49:56:594	Upload Task event uploaded for counter254
16:49:57:679	Upload Task event uploaded for counter255
16:49:58:746	Upload Task event uploaded for counter256
16:49:59:822	Upload Task event uploaded for counter257
16:50:00:937	Upload Task event uploaded for counter258
16:50:02:018	Upload Task event uploaded for counter259
16:50:03:092	Upload Task event uploaded for counter260
16:50:04:176	Upload Task event uploaded for counter261
16:50:05:264	Upload Task event uploaded for counter262
16:50:06:348	Upload Task event uploaded for counter263
16:50:07:444	Upload Task event uploaded for counter264
16:50:08:541	Upload Task event uploaded for counter265
16:50:09:616	Upload Task event uploaded for counter266
16:50:10:713	Upload Task event uploaded for counter267
16:50:11:799	Upload Task event uploaded for counter268
16:50:12:893	Upload Task event uploaded for counter269
16:50:13:986	Upload Task event uploaded for counter270
16:50:15:074	Upload Task event uploaded for counter271
16:50:16:150	Upload Task event uploaded for counter272
16:50:17:232	Upload Task event uploaded for counter273
16:50:18:311	Upload Task event uploaded for counter274
16:50:19:395	Upload Task event uploaded for counter275
16:50:20:464	Upload Task event uploaded for counter276
16:50:21:541	Upload Task event uploaded for counter277
16:50:22:637	Upload Task event uploaded for counter278
16:50:23:707	Upload Task event uploaded for counter279
16:50:24:771	Upload Task event uploaded for counter280
16:50:25:863	Upload Task event uploaded for counter281
16:50:26:941	Upload Task event uploaded for counter282
16:50:28:019	Upload Task event uploaded for counter283
16:50:29:096	Upload Task event uploaded for counter284
16:50:30:187	Upload Task event uploaded for counter285
16:50:31:270	Upload Task event uploaded for counter286
16:50:32:355	Upload Task event uploaded for counter287
16:50:33:447	Upload Task event uploaded for counter288
16:50:34:544	Upload Task event uploaded for counter289
16:50:35:635	Upload Task event uploaded for counter290
16:50:36:731	Upload Task event uploaded for counter291
16:50:37:815	Upload Task event uploaded for counter292
16:50:38:895	Upload Task event uploaded for counter293
16:50:39:966	Upload Task event uploaded for counter294
16:50:41:041	Upload Task event uploaded for counter295
16:50:42:415	Upload Task event uploaded for counter296
16:50:43:496	Upload Task event uploaded for counter297
16:50:44:584	Upload Task event uploaded for counter298
16:50:45:666	Upload Task event uploaded for counter299
16:50:46:745	Upload Task event uploaded for counter300
16:50:47:843	Upload Task event uploaded for counter301
16:50:48:910	Upload Task event uploaded for counter302
16:50:50:017	Upload Task event uploaded for counter303
16:50:51:105	Upload Task event uploaded for counter304
16:50:52:202	Upload Task event uploaded for counter305
16:50:53:290	Upload Task event uploaded for counter306
16:50:54:400	Upload Task event uploaded for counter307
16:50:55:467	Upload Task event uploaded for counter308
16:50:56:549	Upload Task event uploaded for counter309
16:50:57:620	Upload Task event uploaded for counter310
16:50:58:988	Upload Task event uploaded for counter311
16:51:00:081	Upload Task event uploaded for counter312
16:51:01:159	Upload Task event uploaded for counter313
16:51:02:235	Upload Task event uploaded for counter314
16:51:03:338	Upload Task event uploaded for counter315
16:51:04:416	Upload Task event uploaded for counter316
16:51:05:496	Upload Task event uploaded for counter317
16:51:06:593	Upload Task event uploaded for counter318
16:51:07:668	Upload Task event uploaded for counter319
16:51:08:768	Upload Task event uploaded for counter320
16:51:09:852	Upload Task event uploaded for counter321
16:51:10:956	Upload Task event uploaded for counter322
16:51:12:048	Upload Task event uploaded for counter323
16:51:13:136	Upload Task event uploaded for counter324
16:51:14:220	Upload Task event uploaded for counter325
16:51:15:297	Upload Task event uploaded for counter326
16:51:16:371	Upload Task event uploaded for counter327
16:51:17:438	Upload Task event uploaded for counter328
16:51:18:506	Upload Task event uploaded for counter329
16:51:19:595	Upload Task event uploaded for counter330
16:51:20:673	Upload Task event uploaded for counter331
16:51:21:756	Upload Task event uploaded for counter332
16:51:22:856	Upload Task event uploaded for counter333
16:51:23:945	Upload Task event uploaded for counter334
16:51:25:026	Upload Task event uploaded for counter335
16:51:26:101	Upload Task event uploaded for counter336
16:51:27:185	Upload Task event uploaded for counter337
16:51:28:266	Upload Task event uploaded for counter338
16:51:29:712	Upload Task event uploaded for counter339
16:51:30:850	Upload Task event uploaded for counter340
16:51:31:923	Upload Task event uploaded for counter341
16:51:33:027	Upload Task event uploaded for counter342
16:51:34:095	Upload Task event uploaded for counter343
16:51:35:175	Upload Task event uploaded for counter344
16:51:36:247	Upload Task event uploaded for counter345
16:51:37:331	Upload Task event uploaded for counter346
16:51:38:428	Upload Task event uploaded for counter347
16:51:39:492	Upload Task event uploaded for counter348
16:51:40:604	Upload Task event uploaded for counter349
16:51:41:683	Upload Task event uploaded for counter350
16:51:42:760	Upload Task event uploaded for counter351
16:51:43:846	Upload Task event uploaded for counter352
16:51:44:932	Upload Task event uploaded for counter353
16:51:46:019	Upload Task event uploaded for counter354
16:51:47:105	Upload Task event uploaded for counter355
16:51:48:196	Upload Task event uploaded for counter356
16:51:49:283	Upload Task event uploaded for counter357
16:51:50:373	Upload Task event uploaded for counter358
16:51:51:481	Upload Task event uploaded for counter359
16:51:52:567	Upload Task event uploaded for counter360
16:51:53:686	Upload Task event uploaded for counter361
16:51:54:773	Upload Task event uploaded for counter362
16:51:55:855	Upload Task event uploaded for counter363
16:51:56:970	Upload Task event uploaded for counter364
16:51:58:046	Upload Task event uploaded for counter365
16:51:59:137	Upload Task event uploaded for counter366
16:52:00:225	Upload Task event uploaded for counter367
16:52:01:309	Upload Task event uploaded for counter368
16:52:02:386	Upload Task event uploaded for counter369
16:52:03:477	Upload Task event uploaded for counter370
16:52:04:613	Upload Task event uploaded for counter371
16:52:05:686	Upload Task event uploaded for counter372
16:52:06:760	Upload Task event uploaded for counter373
16:52:07:846	Upload Task event uploaded for counter374
16:52:08:939	Upload Task event uploaded for counter375
16:52:10:030	Upload Task cancellation request
16:52:10:034	Upload Task completed
