14:53:57:534	Application Starting
14:57:58:972	Upload Task event uploaded for counter93
14:58:02:299	Upload Task event uploaded for counter94
14:58:05:485	Upload Task event uploaded for counter95
14:58:08:543	Upload Task event uploaded for counter1
14:58:11:690	Upload Task event uploaded for counter2
14:58:14:916	Upload Task event uploaded for counter4
14:58:17:966	Upload Task event uploaded for counter23
14:58:21:009	Upload Task event uploaded for counter34
14:58:24:087	Upload Task event uploaded for counter41
14:58:27:292	Upload Task event uploaded for counter45
14:58:31:034	Upload Task event uploaded for counter51
14:58:35:690	Upload Task event uploaded for counter55
14:58:39:291	Upload Task event uploaded for counter62
14:58:43:148	Upload Task event uploaded for counter79
14:58:46:913	Upload Task event uploaded for counter84
14:58:50:545	Upload Task event uploaded for counter93
14:58:54:861	Upload Task event uploaded for counter94
14:58:58:254	Upload Task event uploaded for counter95
14:59:01:951	Upload Task event uploaded for counter1
14:59:06:423	Upload Task event uploaded for counter2
14:59:10:433	Upload Task event uploaded for counter4
14:59:14:287	Upload Task event uploaded for counter23
14:59:21:154	Upload Task event uploaded for counter34
14:59:26:793	Upload Task event uploaded for counter41
14:59:34:238	Upload Task event uploaded for counter45
14:59:37:537	Upload Task event uploaded for counter51
14:59:41:243	Upload Task event uploaded for counter55
14:59:44:406	Upload Task event uploaded for counter62
14:59:47:518	Upload Task event uploaded for counter79
14:59:50:594	Upload Task event uploaded for counter84
14:59:53:626	Upload Task event uploaded for counter93
14:59:56:669	Upload Task event uploaded for counter94
14:59:59:754	Upload Task event uploaded for counter95
15:00:02:893	Upload Task event uploaded for counter1
15:00:05:952	Upload Task event uploaded for counter2
15:00:09:055	Upload Task event uploaded for counter4
15:00:12:157	Upload Task event uploaded for counter23
15:00:15:242	Upload Task event uploaded for counter34
15:00:18:307	Upload Task event uploaded for counter41
15:00:21:355	Upload Task event uploaded for counter45
15:00:24:398	Upload Task event uploaded for counter47
15:00:27:411	Upload Task event uploaded for counter51
15:00:30:438	Upload Task event uploaded for counter55
15:00:33:455	Upload Task event uploaded for counter59
15:00:36:475	Upload Task event uploaded for counter62
15:00:39:491	Upload Task event uploaded for counter79
15:00:42:511	Upload Task event uploaded for counter84
15:00:45:543	Upload Task event uploaded for counter93
15:00:48:563	Upload Task event uploaded for counter94
15:00:51:589	Upload Task event uploaded for counter95
15:00:54:611	Upload Task event uploaded for counter1
15:00:57:627	Upload Task event uploaded for counter2
15:01:00:672	Upload Task event uploaded for counter4
15:01:03:716	Upload Task event uploaded for counter23
15:01:06:748	Upload Task event uploaded for counter34
15:01:09:770	Upload Task event uploaded for counter41
15:01:12:807	Upload Task event uploaded for counter45
15:01:15:869	Upload Task event uploaded for counter47
15:01:18:883	Upload Task event uploaded for counter51
15:01:21:903	Upload Task event uploaded for counter55
15:01:24:940	Upload Task event uploaded for counter56
15:01:27:960	Upload Task event uploaded for counter59
15:01:30:986	Upload Task event uploaded for counter62
15:01:34:000	Upload Task event uploaded for counter79
15:01:37:022	Upload Task event uploaded for counter84
15:01:40:039	Upload Task event uploaded for counter93
15:01:43:055	Upload Task event uploaded for counter94
15:01:46:099	Upload Task event uploaded for counter95
15:01:49:115	Upload Task event uploaded for counter1
15:01:52:131	Upload Task event uploaded for counter2
15:01:55:157	Upload Task event uploaded for counter23
15:01:58:178	Upload Task event uploaded for counter34
15:02:01:197	Upload Task event uploaded for counter41
15:02:04:213	Upload Task event uploaded for counter45
15:02:07:231	Upload Task event uploaded for counter47
15:02:10:257	Upload Task event uploaded for counter51
15:02:13:279	Upload Task event uploaded for counter55
15:02:16:314	Upload Task event uploaded for counter56
15:02:19:370	Upload Task event uploaded for counter59
15:02:22:394	Upload Task event uploaded for counter62
15:02:25:421	Upload Task event uploaded for counter79
15:02:28:456	Upload Task event uploaded for counter84
15:02:31:474	Upload Task event uploaded for counter93
15:02:34:490	Upload Task event uploaded for counter94
15:02:37:510	Upload Task event uploaded for counter95
15:02:40:539	Upload Task event uploaded for counter1
15:02:43:557	Upload Task event uploaded for counter2
15:02:46:572	Upload Task event uploaded for counter4
15:02:49:589	Upload Task event uploaded for counter23
15:02:52:607	Upload Task event uploaded for counter34
15:02:55:648	Upload Task event uploaded for counter41
15:02:58:674	Upload Task event uploaded for counter45
15:03:01:690	Upload Task event uploaded for counter47
15:03:04:711	Upload Task event uploaded for counter51
15:03:07:725	Upload Task event uploaded for counter55
15:03:10:755	Upload Task event uploaded for counter56
15:03:13:773	Upload Task event uploaded for counter59
15:03:16:830	Upload Task event uploaded for counter62
15:03:19:847	Upload Task event uploaded for counter79
15:03:22:862	Upload Task event uploaded for counter84
15:03:25:900	Upload Task event uploaded for counter93
15:03:28:922	Upload Task event uploaded for counter94
15:03:31:950	Upload Task event uploaded for counter95
15:03:34:986	Upload Task event uploaded for counter1
15:03:38:026	Upload Task event uploaded for counter2
15:03:41:043	Upload Task event uploaded for counter4
15:03:44:067	Upload Task event uploaded for counter15
15:03:47:096	Upload Task event uploaded for counter23
15:03:50:184	Upload Task event uploaded for counter34
15:03:53:615	Upload Task event uploaded for counter41
15:03:56:633	Upload Task event uploaded for counter45
15:03:59:666	Upload Task event uploaded for counter47
15:04:02:700	Upload Task event uploaded for counter51
15:04:05:721	Upload Task event uploaded for counter55
15:04:08:806	Upload Task event uploaded for counter56
15:04:11:905	Upload Task event uploaded for counter58
15:04:15:098	Upload Task event uploaded for counter59
15:04:18:122	Upload Task event uploaded for counter62
15:04:21:167	Upload Task event uploaded for counter84
15:04:24:229	Upload Task event uploaded for counter92
15:04:27:463	Upload Task event uploaded for counter93
15:04:30:566	Upload Task event uploaded for counter94
15:04:33:608	Upload Task event uploaded for counter95
15:04:36:646	Upload Task event uploaded for counter1
15:04:39:672	Upload Task event uploaded for counter2
15:04:42:688	Upload Task event uploaded for counter4
15:04:45:742	Upload Task event uploaded for counter15
15:04:48:765	Upload Task event uploaded for counter23
15:04:51:787	Upload Task event uploaded for counter34
15:04:54:817	Upload Task event uploaded for counter41
15:04:57:837	Upload Task event uploaded for counter45
15:05:00:996	Upload Task event uploaded for counter47
15:05:04:019	Upload Task event uploaded for counter51
15:05:07:039	Upload Task event uploaded for counter54
15:05:10:066	Upload Task event uploaded for counter55
15:05:13:084	Upload Task event uploaded for counter56
15:05:16:101	Upload Task event uploaded for counter58
15:05:19:123	Upload Task event uploaded for counter59
15:05:22:164	Upload Task event uploaded for counter62
15:05:25:226	Upload Task event uploaded for counter84
15:05:28:251	Upload Task event uploaded for counter92
15:05:31:276	Upload Task event uploaded for counter93
15:05:34:295	Upload Task event uploaded for counter94
15:05:37:419	Upload Task event uploaded for counter95
15:05:40:450	Upload Task event uploaded for counter1
15:05:43:506	Upload Task event uploaded for counter2
15:05:46:732	Upload Task event uploaded for counter4
15:05:49:753	Upload Task event uploaded for counter15
15:05:52:779	Upload Task event uploaded for counter23
15:05:55:869	Upload Task event uploaded for counter27
15:05:58:893	Upload Task event uploaded for counter34
15:06:01:911	Upload Task event uploaded for counter41
15:06:04:936	Upload Task event uploaded for counter45
15:06:08:210	Upload Task event uploaded for counter47
15:06:11:484	Upload Task event uploaded for counter51
15:06:14:500	Upload Task event uploaded for counter54
15:06:17:522	Upload Task event uploaded for counter55
15:06:20:539	Upload Task event uploaded for counter56
15:06:23:562	Upload Task event uploaded for counter58
15:06:26:590	Upload Task event uploaded for counter59
15:06:29:619	Upload Task event uploaded for counter62
15:06:32:640	Upload Task event uploaded for counter84
15:06:35:683	Upload Task event uploaded for counter92
15:06:38:735	Upload Task event uploaded for counter93
15:06:41:789	Upload Task event uploaded for counter94
15:06:44:834	Upload Task event uploaded for counter95
15:06:47:863	Upload Task event uploaded for counter1
15:06:50:889	Upload Task event uploaded for counter2
15:06:53:910	Upload Task event uploaded for counter4
15:06:56:940	Upload Task event uploaded for counter15
15:06:59:975	Upload Task event uploaded for counter23
15:07:03:068	Upload Task event uploaded for counter27
15:07:06:477	Upload Task event uploaded for counter28
15:07:09:506	Upload Task event uploaded for counter34
15:07:12:522	Upload Task event uploaded for counter41
15:07:15:543	Upload Task event uploaded for counter45
15:07:18:590	Upload Task event uploaded for counter47
15:07:21:652	Upload Task event uploaded for counter51
15:07:24:708	Upload Task event uploaded for counter54
15:07:27:744	Upload Task event uploaded for counter55
15:07:30:776	Upload Task event uploaded for counter56
15:07:33:879	Upload Task event uploaded for counter58
15:07:36:920	Upload Task event uploaded for counter59
15:07:39:970	Upload Task event uploaded for counter62
15:07:43:293	Upload Task event uploaded for counter84
15:07:46:646	Upload Task event uploaded for counter92
15:07:50:006	Upload Task event uploaded for counter93
15:07:53:134	Upload Task event uploaded for counter94
15:07:56:195	Upload Task event uploaded for counter95
15:07:59:290	Upload Task event uploaded for counter1
15:08:02:462	Upload Task event uploaded for counter2
15:08:05:517	Upload Task event uploaded for counter4
15:08:08:539	Upload Task event uploaded for counter15
15:08:11:572	Upload Task event uploaded for counter23
15:08:14:592	Upload Task event uploaded for counter27
15:08:17:610	Upload Task event uploaded for counter28
15:08:20:649	Upload Task event uploaded for counter34
15:08:23:675	Upload Task event uploaded for counter41
15:08:26:714	Upload Task event uploaded for counter45
15:08:29:945	Upload Task event uploaded for counter47
15:08:33:279	Upload Task event uploaded for counter51
15:08:36:322	Upload Task event uploaded for counter54
15:08:39:349	Upload Task event uploaded for counter55
15:08:42:392	Upload Task event uploaded for counter56
15:08:45:457	Upload Task event uploaded for counter58
15:08:48:478	Upload Task event uploaded for counter59
15:08:51:509	Upload Task event uploaded for counter62
15:08:54:534	Upload Task event uploaded for counter84
15:08:57:559	Upload Task event uploaded for counter92
15:09:00:581	Upload Task event uploaded for counter93
15:09:03:595	Upload Task event uploaded for counter94
15:09:06:620	Upload Task event uploaded for counter95
15:09:09:638	Upload Task event uploaded for counter1
15:09:12:662	Upload Task event uploaded for counter2
15:09:16:051	Upload Task event uploaded for counter4
