22:10:02:115	Application Starting
22:16:25:393	Upload Task event uploaded for counter4
22:16:28:407	Upload Task event uploaded for counter23
22:16:31:425	Upload Task event uploaded for counter34
22:16:34:443	Upload Task event uploaded for counter41
22:16:37:471	Upload Task event uploaded for counter45
22:16:40:537	Upload Task event uploaded for counter47
22:16:43:555	Upload Task event uploaded for counter51
22:16:46:570	Upload Task event uploaded for counter55
22:16:49:582	Upload Task event uploaded for counter56
22:16:52:611	Upload Task event uploaded for counter59
22:16:55:625	Upload Task event uploaded for counter62
22:16:58:653	Upload Task event uploaded for counter79
22:17:01:668	Upload Task event uploaded for counter84
22:17:04:683	Upload Task event uploaded for counter93
22:17:07:723	Upload Task event uploaded for counter94
22:17:10:768	Upload Task event uploaded for counter95
22:17:13:792	Upload Task event uploaded for counter1
22:17:16:808	Upload Task event uploaded for counter2
22:17:19:836	Upload Task event uploaded for counter23
22:17:22:873	Upload Task event uploaded for counter34
22:17:25:894	Upload Task event uploaded for counter41
22:17:28:964	Upload Task event uploaded for counter45
22:17:31:994	Upload Task event uploaded for counter47
22:17:35:017	Upload Task event uploaded for counter51
22:17:38:051	Upload Task event uploaded for counter55
22:17:41:078	Upload Task event uploaded for counter56
22:17:44:093	Upload Task event uploaded for counter59
22:17:47:129	Upload Task event uploaded for counter62
22:17:50:144	Upload Task event uploaded for counter79
22:17:53:161	Upload Task event uploaded for counter84
22:17:56:181	Upload Task event uploaded for counter93
22:17:59:211	Upload Task event uploaded for counter94
22:18:02:226	Upload Task event uploaded for counter95
22:18:05:245	Upload Task event uploaded for counter1
22:18:08:257	Upload Task event uploaded for counter2
22:18:11:272	Upload Task event uploaded for counter4
22:18:14:287	Upload Task event uploaded for counter23
22:18:17:303	Upload Task event uploaded for counter34
22:18:20:320	Upload Task event uploaded for counter41
22:18:23:346	Upload Task event uploaded for counter45
22:18:26:364	Upload Task event uploaded for counter47
22:18:29:377	Upload Task event uploaded for counter51
22:18:32:409	Upload Task event uploaded for counter55
22:18:35:427	Upload Task event uploaded for counter56
22:18:38:441	Upload Task event uploaded for counter59
22:18:41:455	Upload Task event uploaded for counter62
22:18:44:475	Upload Task event uploaded for counter79
22:18:47:495	Upload Task event uploaded for counter84
22:18:50:516	Upload Task event uploaded for counter93
22:18:53:545	Upload Task event uploaded for counter94
22:18:56:567	Upload Task event uploaded for counter95
22:18:59:585	Upload Task event uploaded for counter1
22:19:02:606	Upload Task event uploaded for counter2
22:19:05:624	Upload Task event uploaded for counter4
22:19:08:650	Upload Task event uploaded for counter15
22:19:11:716	Upload Task event uploaded for counter23
22:19:14:742	Upload Task event uploaded for counter34
22:19:17:755	Upload Task event uploaded for counter41
22:19:20:773	Upload Task event uploaded for counter45
22:19:23:798	Upload Task event uploaded for counter47
22:19:26:815	Upload Task event uploaded for counter51
22:19:29:859	Upload Task event uploaded for counter55
22:19:32:882	Upload Task event uploaded for counter56
22:19:35:904	Upload Task event uploaded for counter58
22:19:38:965	Upload Task event uploaded for counter59
22:19:41:987	Upload Task event uploaded for counter62
22:19:45:000	Upload Task event uploaded for counter84
22:19:48:023	Upload Task event uploaded for counter92
22:19:51:039	Upload Task event uploaded for counter93
22:19:54:060	Upload Task event uploaded for counter94
22:19:57:074	Upload Task event uploaded for counter95
22:20:00:095	Upload Task event uploaded for counter1
22:20:03:118	Upload Task event uploaded for counter2
22:20:06:139	Upload Task event uploaded for counter4
22:20:09:164	Upload Task event uploaded for counter15
22:20:12:180	Upload Task event uploaded for counter23
22:20:15:194	Upload Task event uploaded for counter34
22:20:18:222	Upload Task event uploaded for counter41
22:20:21:234	Upload Task event uploaded for counter45
22:20:24:248	Upload Task event uploaded for counter47
22:20:27:279	Upload Task event uploaded for counter51
22:20:30:298	Upload Task event uploaded for counter54
22:20:33:323	Upload Task event uploaded for counter55
22:20:36:339	Upload Task event uploaded for counter56
22:20:39:356	Upload Task event uploaded for counter58
22:20:42:371	Upload Task event uploaded for counter59
22:20:45:384	Upload Task event uploaded for counter62
22:20:48:404	Upload Task event uploaded for counter84
22:20:51:421	Upload Task event uploaded for counter92
22:20:54:438	Upload Task event uploaded for counter93
22:20:57:466	Upload Task event uploaded for counter94
22:21:00:480	Upload Task event uploaded for counter95
22:21:03:492	Upload Task event uploaded for counter1
22:21:06:519	Upload Task event uploaded for counter2
22:21:09:540	Upload Task event uploaded for counter4
22:21:12:557	Upload Task event uploaded for counter15
22:21:15:576	Upload Task event uploaded for counter23
22:21:18:619	Upload Task event uploaded for counter27
22:21:21:651	Upload Task event uploaded for counter34
22:21:24:686	Upload Task event uploaded for counter41
22:21:27:720	Upload Task event uploaded for counter45
22:21:30:737	Upload Task event uploaded for counter47
22:21:33:781	Upload Task event uploaded for counter51
22:21:36:796	Upload Task event uploaded for counter54
22:21:39:838	Upload Task event uploaded for counter55
22:21:42:860	Upload Task event uploaded for counter56
22:21:45:883	Upload Task event uploaded for counter58
22:21:48:900	Upload Task event uploaded for counter59
22:21:51:913	Upload Task event uploaded for counter62
22:21:54:928	Upload Task event uploaded for counter84
22:21:57:959	Upload Task event uploaded for counter92
22:22:00:979	Upload Task event uploaded for counter93
22:22:03:997	Upload Task event uploaded for counter94
22:22:07:025	Upload Task event uploaded for counter95
22:22:10:040	Upload Task event uploaded for counter1
22:22:13:078	Upload Task event uploaded for counter2
22:22:16:097	Upload Task event uploaded for counter4
22:22:19:139	Upload Task event uploaded for counter15
22:22:22:291	Upload Task event uploaded for counter23
22:22:25:313	Upload Task event uploaded for counter27
22:22:28:398	Upload Task event uploaded for counter28
22:22:31:461	Upload Task event uploaded for counter34
22:22:34:484	Upload Task event uploaded for counter41
22:22:37:497	Upload Task event uploaded for counter45
22:22:40:511	Upload Task event uploaded for counter47
22:22:43:541	Upload Task event uploaded for counter51
22:22:46:579	Upload Task event uploaded for counter54
22:22:49:597	Upload Task event uploaded for counter55
22:22:52:619	Upload Task event uploaded for counter56
22:22:55:637	Upload Task event uploaded for counter58
22:22:58:649	Upload Task event uploaded for counter59
22:23:01:729	Upload Task event uploaded for counter62
22:23:04:953	Upload Task event uploaded for counter84
22:23:07:968	Upload Task event uploaded for counter92
22:23:10:988	Upload Task event uploaded for counter93
22:23:14:009	Upload Task event uploaded for counter94
22:23:17:035	Upload Task event uploaded for counter95
22:23:20:052	Upload Task event uploaded for counter1
22:23:23:093	Upload Task event uploaded for counter2
22:23:26:144	Upload Task event uploaded for counter4
22:23:29:172	Upload Task event uploaded for counter15
22:23:32:188	Upload Task event uploaded for counter23
22:23:35:202	Upload Task event uploaded for counter27
22:23:38:248	Upload Task event uploaded for counter28
22:23:41:273	Upload Task event uploaded for counter34
22:23:44:301	Upload Task event uploaded for counter41
22:23:47:323	Upload Task event uploaded for counter45
22:23:50:447	Upload Task event uploaded for counter47
22:23:53:478	Upload Task event uploaded for counter51
22:23:56:503	Upload Task event uploaded for counter54
22:23:59:518	Upload Task event uploaded for counter55
22:24:02:533	Upload Task event uploaded for counter56
22:24:05:547	Upload Task event uploaded for counter58
22:24:08:571	Upload Task event uploaded for counter59
22:24:11:589	Upload Task event uploaded for counter62
22:24:14:606	Upload Task event uploaded for counter84
22:24:17:622	Upload Task event uploaded for counter92
22:24:20:635	Upload Task event uploaded for counter93
22:24:23:652	Upload Task event uploaded for counter94
22:24:26:672	Upload Task event uploaded for counter95
22:24:29:686	Upload Task event uploaded for counter1
22:24:32:707	Upload Task event uploaded for counter2
22:24:35:720	Upload Task event uploaded for counter4
22:24:38:734	Upload Task event uploaded for counter15
22:24:41:749	Upload Task event uploaded for counter23
22:24:44:779	Upload Task event uploaded for counter27
22:24:47:802	Upload Task event uploaded for counter28
22:24:50:818	Upload Task event uploaded for counter34
22:24:53:843	Upload Task event uploaded for counter36
22:24:56:859	Upload Task event uploaded for counter41
22:24:59:878	Upload Task event uploaded for counter44
22:25:02:893	Upload Task event uploaded for counter45
22:25:05:906	Upload Task event uploaded for counter47
22:25:08:931	Upload Task event uploaded for counter51
22:25:11:943	Upload Task event uploaded for counter54
22:25:14:956	Upload Task event uploaded for counter55
22:25:17:982	Upload Task event uploaded for counter56
22:25:20:996	Upload Task event uploaded for counter58
22:25:24:014	Upload Task event uploaded for counter59
22:25:27:028	Upload Task event uploaded for counter62
22:25:30:045	Upload Task event uploaded for counter79
22:25:33:060	Upload Task event uploaded for counter80
22:25:36:074	Upload Task event uploaded for counter84
22:25:39:088	Upload Task event uploaded for counter92
22:25:42:115	Upload Task event uploaded for counter93
22:25:45:154	Upload Task event uploaded for counter94
22:25:48:169	Upload Task event uploaded for counter95
22:25:51:187	Upload Task event uploaded for counter1
22:25:54:214	Upload Task event uploaded for counter2
22:25:57:235	Upload Task event uploaded for counter4
22:26:00:277	Upload Task event uploaded for counter15
22:26:03:344	Upload Task event uploaded for counter23
22:26:06:362	Upload Task event uploaded for counter27
22:26:09:375	Upload Task event uploaded for counter28
22:26:12:407	Upload Task event uploaded for counter34
22:26:15:547	Upload Task event uploaded for counter36
22:26:18:579	Upload Task event uploaded for counter41
22:26:21:619	Upload Task event uploaded for counter44
22:26:24:642	Upload Task event uploaded for counter45
22:26:27:656	Upload Task event uploaded for counter47
22:26:30:681	Upload Task event uploaded for counter51
22:26:33:702	Upload Task event uploaded for counter54
22:26:36:759	Upload Task event uploaded for counter55
22:26:39:777	Upload Task event uploaded for counter56
22:26:42:809	Upload Task event uploaded for counter58
22:26:45:827	Upload Task event uploaded for counter59
22:26:48:855	Upload Task event uploaded for counter62
22:26:51:873	Upload Task event uploaded for counter79
22:26:54:898	Upload Task event uploaded for counter80
22:26:57:912	Upload Task event uploaded for counter84
22:27:00:928	Upload Task event uploaded for counter92
22:27:03:961	Upload Task event uploaded for counter93
22:27:06:981	Upload Task event uploaded for counter94
22:27:09:999	Upload Task event uploaded for counter95
22:27:13:036	Upload Task event uploaded for counter1
22:27:16:053	Upload Task event uploaded for counter2
22:27:19:123	Upload Task event uploaded for counter4
