09:27:20:012	Application Starting
09:38:51:190	Upload Task event uploaded for counter47
09:38:54:453	Upload Task event uploaded for counter51
09:38:57:544	Upload Task event uploaded for counter54
09:39:00:949	Upload Task event uploaded for counter55
09:39:04:186	Upload Task event uploaded for counter56
09:39:07:936	Upload Task event uploaded for counter58
09:39:11:256	Upload Task event uploaded for counter59
09:39:15:168	Upload Task event uploaded for counter62
09:39:25:361	Upload Task event uploaded for counter84
09:39:31:146	Upload Task event uploaded for counter92
09:39:36:629	Upload Task event uploaded for counter93
09:39:46:081	Upload Task event uploaded for counter94
09:39:52:125	Upload Task event uploaded for counter95
09:39:56:808	Upload Task event uploaded for counter1
09:40:00:214	Upload Task event uploaded for counter2
09:40:03:758	Upload Task event uploaded for counter4
09:40:07:208	Upload Task event uploaded for counter15
09:40:19:010	Upload Task event uploaded for counter23
09:40:24:244	Upload Task event uploaded for counter27
