20:42:14:139	Application Starting
20:45:39:106	Upload Task event uploaded for counter23
20:45:42:129	Upload Task event uploaded for counter34
20:45:45:141	Upload Task event uploaded for counter41
20:45:48:155	Upload Task event uploaded for counter45
20:45:51:173	Upload Task event uploaded for counter51
20:45:54:195	Upload Task event uploaded for counter55
20:45:57:211	Upload Task event uploaded for counter62
20:46:00:233	Upload Task event uploaded for counter79
20:46:03:256	Upload Task event uploaded for counter93
20:46:06:273	Upload Task event uploaded for counter94
20:46:09:290	Upload Task event uploaded for counter95
20:46:12:314	Upload Task event uploaded for counter1
20:46:15:332	Upload Task event uploaded for counter2
20:46:18:347	Upload Task event uploaded for counter4
20:46:21:377	Upload Task event uploaded for counter23
20:46:24:398	Upload Task event uploaded for counter34
20:46:27:414	Upload Task event uploaded for counter41
20:46:30:434	Upload Task event uploaded for counter45
20:46:33:454	Upload Task event uploaded for counter51
20:46:36:471	Upload Task event uploaded for counter55
20:46:39:496	Upload Task event uploaded for counter62
20:46:42:549	Upload Task event uploaded for counter79
20:46:45:577	Upload Task event uploaded for counter84
20:46:48:615	Upload Task event uploaded for counter93
20:46:51:635	Upload Task event uploaded for counter94
20:46:54:665	Upload Task event uploaded for counter95
20:46:57:688	Upload Task event uploaded for counter1
20:47:00:703	Upload Task event uploaded for counter2
20:47:03:721	Upload Task event uploaded for counter4
20:47:06:735	Upload Task event uploaded for counter23
20:47:09:780	Upload Task event uploaded for counter34
20:47:12:799	Upload Task event uploaded for counter41
20:47:15:813	Upload Task event uploaded for counter45
20:47:18:837	Upload Task event uploaded for counter51
20:47:21:866	Upload Task event uploaded for counter55
20:47:24:954	Upload Task event uploaded for counter62
20:47:27:969	Upload Task event uploaded for counter79
20:47:31:005	Upload Task event uploaded for counter84
20:47:34:056	Upload Task event uploaded for counter93
20:47:37:114	Upload Task event uploaded for counter94
20:47:40:148	Upload Task event uploaded for counter95
20:47:43:305	Upload Task event uploaded for counter1
20:47:46:351	Upload Task event uploaded for counter2
20:47:49:378	Upload Task event uploaded for counter4
20:47:52:500	Upload Task event uploaded for counter23
20:47:55:521	Upload Task event uploaded for counter34
20:47:58:554	Upload Task event uploaded for counter41
20:48:01:567	Upload Task event uploaded for counter45
20:48:04:594	Upload Task event uploaded for counter47
20:48:07:611	Upload Task event uploaded for counter51
20:48:10:632	Upload Task event uploaded for counter55
20:48:13:667	Upload Task event uploaded for counter59
20:48:16:698	Upload Task event uploaded for counter62
20:48:19:715	Upload Task event uploaded for counter79
20:48:22:737	Upload Task event uploaded for counter84
20:48:25:771	Upload Task event uploaded for counter93
20:48:28:818	Upload Task event uploaded for counter94
20:48:31:878	Upload Task event uploaded for counter95
20:48:34:913	Upload Task event uploaded for counter1
20:48:37:930	Upload Task event uploaded for counter2
20:48:40:943	Upload Task event uploaded for counter4
20:48:43:996	Upload Task event uploaded for counter23
20:48:47:011	Upload Task event uploaded for counter34
20:48:50:068	Upload Task event uploaded for counter41
20:48:53:082	Upload Task event uploaded for counter45
20:48:56:096	Upload Task event uploaded for counter47
20:48:59:115	Upload Task event uploaded for counter51
20:49:02:128	Upload Task event uploaded for counter55
20:49:05:146	Upload Task event uploaded for counter56
20:49:08:180	Upload Task event uploaded for counter59
20:49:11:193	Upload Task event uploaded for counter62
20:49:14:228	Upload Task event uploaded for counter79
20:49:17:253	Upload Task event uploaded for counter84
20:49:20:277	Upload Task event uploaded for counter93
20:49:23:301	Upload Task event uploaded for counter94
20:49:26:328	Upload Task event uploaded for counter95
20:49:29:344	Upload Task event uploaded for counter1
20:49:32:363	Upload Task event uploaded for counter2
20:49:35:383	Upload Task event uploaded for counter23
20:49:38:415	Upload Task event uploaded for counter34
20:49:41:458	Upload Task event uploaded for counter41
20:49:44:482	Upload Task event uploaded for counter45
20:49:47:509	Upload Task event uploaded for counter47
20:49:50:647	Upload Task event uploaded for counter51
20:49:53:792	Upload Task event uploaded for counter55
20:49:56:806	Upload Task event uploaded for counter56
20:49:59:844	Upload Task event uploaded for counter59
20:50:02:866	Upload Task event uploaded for counter62
20:50:05:881	Upload Task event uploaded for counter79
20:50:08:896	Upload Task event uploaded for counter84
20:50:11:913	Upload Task event uploaded for counter93
20:50:14:945	Upload Task event uploaded for counter94
20:50:17:967	Upload Task event uploaded for counter95
20:50:21:039	Upload Task event uploaded for counter1
20:50:24:056	Upload Task event uploaded for counter2
20:50:27:086	Upload Task event uploaded for counter4
20:50:30:112	Upload Task event uploaded for counter23
20:50:33:127	Upload Task event uploaded for counter34
20:50:36:143	Upload Task event uploaded for counter41
20:50:39:168	Upload Task event uploaded for counter45
20:50:42:219	Upload Task event uploaded for counter47
20:50:45:244	Upload Task event uploaded for counter51
20:50:48:286	Upload Task event uploaded for counter55
20:50:51:321	Upload Task event uploaded for counter56
20:50:54:338	Upload Task event uploaded for counter59
20:50:57:352	Upload Task event uploaded for counter62
20:51:00:421	Upload Task event uploaded for counter79
20:51:03:504	Upload Task event uploaded for counter84
20:51:06:553	Upload Task event uploaded for counter93
20:51:09:582	Upload Task event uploaded for counter94
20:51:12:597	Upload Task event uploaded for counter95
20:51:15:615	Upload Task event uploaded for counter1
20:51:18:629	Upload Task event uploaded for counter2
20:51:21:647	Upload Task event uploaded for counter4
20:51:24:667	Upload Task event uploaded for counter15
20:51:27:691	Upload Task event uploaded for counter23
20:51:30:707	Upload Task event uploaded for counter34
20:51:33:721	Upload Task event uploaded for counter41
20:51:36:735	Upload Task event uploaded for counter45
20:51:39:764	Upload Task event uploaded for counter47
20:51:42:778	Upload Task event uploaded for counter51
20:51:45:797	Upload Task event uploaded for counter55
20:51:48:812	Upload Task event uploaded for counter56
20:51:51:831	Upload Task event uploaded for counter58
20:51:54:852	Upload Task event uploaded for counter59
20:51:57:869	Upload Task event uploaded for counter62
20:52:00:901	Upload Task event uploaded for counter84
20:52:03:926	Upload Task event uploaded for counter92
20:52:06:949	Upload Task event uploaded for counter93
20:52:10:108	Upload Task event uploaded for counter94
20:52:13:524	Upload Task event uploaded for counter95
20:52:16:682	Upload Task event uploaded for counter1
20:52:19:718	Upload Task event uploaded for counter2
20:52:22:756	Upload Task event uploaded for counter4
20:52:25:785	Upload Task event uploaded for counter15
20:52:28:845	Upload Task event uploaded for counter23
20:52:31:871	Upload Task event uploaded for counter34
20:52:34:898	Upload Task event uploaded for counter41
20:52:37:913	Upload Task event uploaded for counter45
20:52:40:934	Upload Task event uploaded for counter47
20:52:43:948	Upload Task event uploaded for counter51
20:52:46:974	Upload Task event uploaded for counter54
20:52:50:056	Upload Task event uploaded for counter55
20:52:53:074	Upload Task event uploaded for counter56
20:52:56:088	Upload Task event uploaded for counter58
20:52:59:108	Upload Task event uploaded for counter59
20:53:02:129	Upload Task event uploaded for counter62
20:53:05:153	Upload Task event uploaded for counter84
20:53:08:173	Upload Task event uploaded for counter92
20:53:11:188	Upload Task event uploaded for counter93
20:53:14:210	Upload Task event uploaded for counter94
20:53:17:239	Upload Task event uploaded for counter95
20:53:20:267	Upload Task event uploaded for counter1
20:53:23:324	Upload Task event uploaded for counter2
20:53:26:357	Upload Task event uploaded for counter4
20:53:29:376	Upload Task event uploaded for counter15
20:53:32:398	Upload Task event uploaded for counter23
20:53:35:413	Upload Task event uploaded for counter27
20:53:38:429	Upload Task event uploaded for counter34
20:53:41:445	Upload Task event uploaded for counter41
20:53:44:460	Upload Task event uploaded for counter45
20:53:47:483	Upload Task event uploaded for counter47
20:53:50:503	Upload Task event uploaded for counter51
20:53:53:520	Upload Task event uploaded for counter54
20:53:56:558	Upload Task event uploaded for counter55
20:53:59:777	Upload Task event uploaded for counter56
20:54:02:811	Upload Task event uploaded for counter58
20:54:05:842	Upload Task event uploaded for counter59
20:54:08:856	Upload Task event uploaded for counter62
20:54:11:886	Upload Task event uploaded for counter84
20:54:14:914	Upload Task event uploaded for counter92
20:54:17:958	Upload Task event uploaded for counter93
20:54:20:981	Upload Task event uploaded for counter94
20:54:23:996	Upload Task event uploaded for counter95
20:54:27:018	Upload Task event uploaded for counter1
20:54:30:074	Upload Task event uploaded for counter2
20:54:33:219	Upload Task event uploaded for counter4
20:54:36:244	Upload Task event uploaded for counter15
20:54:39:289	Upload Task event uploaded for counter23
20:54:42:373	Upload Task event uploaded for counter27
20:54:45:429	Upload Task event uploaded for counter28
20:54:48:456	Upload Task event uploaded for counter34
20:54:51:565	Upload Task event uploaded for counter41
20:54:54:953	Upload Task event uploaded for counter45
20:54:58:105	Upload Task event uploaded for counter47
20:55:01:172	Upload Task event uploaded for counter51
20:55:04:293	Upload Task event uploaded for counter54
20:55:07:356	Upload Task event uploaded for counter55
20:55:10:390	Upload Task event uploaded for counter56
20:55:13:407	Upload Task event uploaded for counter58
20:55:16:459	Upload Task event uploaded for counter59
20:55:19:481	Upload Task event uploaded for counter62
20:55:22:504	Upload Task event uploaded for counter84
20:55:25:524	Upload Task event uploaded for counter92
20:55:28:544	Upload Task event uploaded for counter93
20:55:31:563	Upload Task event uploaded for counter94
20:55:34:591	Upload Task event uploaded for counter95
20:55:37:608	Upload Task event uploaded for counter1
20:55:40:643	Upload Task event uploaded for counter2
20:55:43:716	Upload Task event uploaded for counter4
20:55:46:731	Upload Task event uploaded for counter15
20:55:49:825	Upload Task event uploaded for counter23
20:55:52:843	Upload Task event uploaded for counter27
20:55:55:868	Upload Task event uploaded for counter28
20:55:58:889	Upload Task event uploaded for counter34
20:56:01:967	Upload Task event uploaded for counter41
20:56:05:053	Upload Task event uploaded for counter45
20:56:08:120	Upload Task event uploaded for counter47
20:56:11:177	Upload Task event uploaded for counter51
20:56:14:205	Upload Task event uploaded for counter54
20:56:17:298	Upload Task event uploaded for counter55
20:56:20:354	Upload Task event uploaded for counter56
20:56:23:476	Upload Task event uploaded for counter58
20:56:26:498	Upload Task event uploaded for counter59
20:56:29:537	Upload Task event uploaded for counter62
20:56:32:550	Upload Task event uploaded for counter84
20:56:35:617	Upload Task event uploaded for counter92
20:56:38:638	Upload Task event uploaded for counter93
20:56:41:672	Upload Task event uploaded for counter94
20:56:44:693	Upload Task event uploaded for counter95
20:56:47:724	Upload Task event uploaded for counter1
20:56:50:739	Upload Task event uploaded for counter2
20:56:53:757	Upload Task event uploaded for counter4
20:56:56:775	Upload Task event uploaded for counter15
20:56:59:794	Upload Task event uploaded for counter23
20:57:02:817	Upload Task event uploaded for counter27
20:57:05:880	Upload Task event uploaded for counter28
20:57:09:011	Upload Task event uploaded for counter34
20:57:12:031	Upload Task event uploaded for counter36
20:57:15:073	Upload Task event uploaded for counter41
20:57:18:088	Upload Task event uploaded for counter44
20:57:21:107	Upload Task event uploaded for counter45
20:57:24:158	Upload Task event uploaded for counter47
20:57:27:207	Upload Task event uploaded for counter51
20:57:30:230	Upload Task event uploaded for counter54
20:57:33:246	Upload Task event uploaded for counter55
20:57:36:276	Upload Task event uploaded for counter56
20:57:39:291	Upload Task event uploaded for counter58
20:57:42:305	Upload Task event uploaded for counter59
20:57:45:335	Upload Task event uploaded for counter62
20:57:48:353	Upload Task event uploaded for counter79
20:57:51:439	Upload Task event uploaded for counter80
20:57:54:572	Upload Task event uploaded for counter84
20:57:57:592	Upload Task event uploaded for counter92
20:58:00:618	Upload Task event uploaded for counter93
20:58:03:633	Upload Task event uploaded for counter94
20:58:06:649	Upload Task event uploaded for counter95
20:58:09:684	Upload Task event uploaded for counter1
20:58:12:725	Upload Task event uploaded for counter2
20:58:15:751	Upload Task event uploaded for counter4
20:58:18:868	Upload Task event uploaded for counter15
20:58:21:900	Upload Task event uploaded for counter23
20:58:24:943	Upload Task event uploaded for counter27
20:58:27:980	Upload Task event uploaded for counter28
20:58:31:242	Upload Task event uploaded for counter34
20:58:34:260	Upload Task event uploaded for counter36
20:58:37:281	Upload Task event uploaded for counter41
20:58:40:333	Upload Task event uploaded for counter44
20:58:43:350	Upload Task event uploaded for counter45
20:58:46:367	Upload Task event uploaded for counter47
20:58:49:411	Upload Task event uploaded for counter51
20:58:52:437	Upload Task event uploaded for counter54
20:58:55:477	Upload Task event uploaded for counter55
20:58:58:509	Upload Task event uploaded for counter56
20:59:01:524	Upload Task event uploaded for counter58
20:59:04:574	Upload Task event uploaded for counter59
20:59:07:589	Upload Task event uploaded for counter62
20:59:10:609	Upload Task event uploaded for counter79
20:59:13:636	Upload Task event uploaded for counter80
20:59:16:653	Upload Task event uploaded for counter84
20:59:19:665	Upload Task event uploaded for counter92
20:59:22:709	Upload Task event uploaded for counter93
20:59:25:730	Upload Task event uploaded for counter94
20:59:28:744	Upload Task event uploaded for counter95
20:59:31:773	Upload Task event uploaded for counter1
20:59:34:792	Upload Task event uploaded for counter2
20:59:37:811	Upload Task event uploaded for counter4
20:59:40:837	Upload Task event uploaded for counter15
20:59:43:854	Upload Task event uploaded for counter19
20:59:46:870	Upload Task event uploaded for counter23
20:59:49:891	Upload Task event uploaded for counter27
20:59:52:905	Upload Task event uploaded for counter28
20:59:55:946	Upload Task event uploaded for counter34
20:59:58:959	Upload Task event uploaded for counter36
21:00:01:977	Upload Task event uploaded for counter41
21:00:04:997	Upload Task event uploaded for counter44
21:00:08:019	Upload Task event uploaded for counter45
21:00:11:039	Upload Task event uploaded for counter47
21:00:14:060	Upload Task event uploaded for counter51
21:00:17:109	Upload Task event uploaded for counter54
21:00:20:128	Upload Task event uploaded for counter55
21:00:23:173	Upload Task event uploaded for counter56
21:00:26:196	Upload Task event uploaded for counter58
21:00:29:217	Upload Task event uploaded for counter59
21:00:32:236	Upload Task event uploaded for counter62
21:00:35:256	Upload Task event uploaded for counter68
21:00:38:329	Upload Task event uploaded for counter79
21:00:41:394	Upload Task event uploaded for counter80
21:00:44:432	Upload Task event uploaded for counter84
21:00:47:457	Upload Task event uploaded for counter92
21:00:50:480	Upload Task event uploaded for counter93
21:00:53:508	Upload Task event uploaded for counter94
21:00:56:524	Upload Task event uploaded for counter95
21:00:59:538	Upload Task event uploaded for counter1
21:01:02:597	Upload Task event uploaded for counter2
21:01:05:613	Upload Task event uploaded for counter4
21:01:08:678	Upload Task event uploaded for counter15
21:01:11:693	Upload Task event uploaded for counter19
21:01:14:717	Upload Task event uploaded for counter23
21:01:17:763	Upload Task event uploaded for counter27
21:01:20:791	Upload Task event uploaded for counter28
21:01:23:804	Upload Task event uploaded for counter34
21:01:26:843	Upload Task event uploaded for counter36
21:01:29:874	Upload Task event uploaded for counter41
21:01:32:893	Upload Task event uploaded for counter44
21:01:35:914	Upload Task event uploaded for counter45
21:01:38:966	Upload Task event uploaded for counter47
21:01:41:986	Upload Task event uploaded for counter51
21:01:45:007	Upload Task event uploaded for counter54
21:01:48:042	Upload Task event uploaded for counter55
21:01:51:078	Upload Task event uploaded for counter56
21:01:54:094	Upload Task event uploaded for counter58
21:01:57:110	Upload Task event uploaded for counter59
21:02:00:151	Upload Task event uploaded for counter62
21:02:03:257	Upload Task event uploaded for counter68
21:02:06:273	Upload Task event uploaded for counter79
21:02:09:295	Upload Task event uploaded for counter80
21:02:12:331	Upload Task event uploaded for counter84
21:02:15:453	Upload Task event uploaded for counter92
21:02:18:469	Upload Task event uploaded for counter93
21:02:21:495	Upload Task event uploaded for counter94
21:02:24:516	Upload Task event uploaded for counter95
21:02:27:545	Upload Task event uploaded for counter1
21:02:30:560	Upload Task event uploaded for counter2
21:02:33:579	Upload Task event uploaded for counter4
21:02:36:598	Upload Task event uploaded for counter15
21:02:39:618	Upload Task event uploaded for counter19
21:02:42:631	Upload Task event uploaded for counter23
21:02:45:652	Upload Task event uploaded for counter27
21:02:48:665	Upload Task event uploaded for counter28
21:02:51:682	Upload Task event uploaded for counter34
21:02:54:697	Upload Task event uploaded for counter36
21:02:57:719	Upload Task event uploaded for counter41
21:03:00:738	Upload Task event uploaded for counter44
21:03:03:758	Upload Task event uploaded for counter45
21:03:06:775	Upload Task event uploaded for counter47
21:03:09:803	Upload Task event uploaded for counter51
21:03:12:860	Upload Task event uploaded for counter54
21:03:15:887	Upload Task event uploaded for counter55
21:03:18:902	Upload Task event uploaded for counter56
21:03:21:926	Upload Task event uploaded for counter58
21:03:24:947	Upload Task event uploaded for counter59
21:03:27:961	Upload Task event uploaded for counter62
21:03:31:003	Upload Task event uploaded for counter68
21:03:34:035	Upload Task event uploaded for counter79
21:03:37:055	Upload Task event uploaded for counter80
21:03:40:072	Upload Task event uploaded for counter84
21:03:43:099	Upload Task event uploaded for counter92
21:03:46:124	Upload Task event uploaded for counter93
21:03:49:147	Upload Task event uploaded for counter94
21:03:52:200	Upload Task event uploaded for counter95
21:03:55:225	Upload Task event uploaded for counter100
21:03:58:241	Upload Task event uploaded for counter1
21:04:01:259	Upload Task event uploaded for counter2
21:04:04:279	Upload Task event uploaded for counter4
21:04:07:312	Upload Task event uploaded for counter15
21:04:10:345	Upload Task event uploaded for counter19
21:04:13:365	Upload Task event uploaded for counter23
21:04:16:394	Upload Task event uploaded for counter27
21:04:19:414	Upload Task event uploaded for counter28
21:04:22:429	Upload Task event uploaded for counter34
21:04:25:446	Upload Task event uploaded for counter36
21:04:28:461	Upload Task event uploaded for counter38
21:04:31:492	Upload Task event uploaded for counter41
21:04:34:517	Upload Task event uploaded for counter44
21:04:37:532	Upload Task event uploaded for counter45
21:04:40:567	Upload Task event uploaded for counter47
21:04:43:580	Upload Task event uploaded for counter51
21:04:46:634	Upload Task event uploaded for counter55
21:04:49:652	Upload Task event uploaded for counter56
21:04:52:672	Upload Task event uploaded for counter58
21:04:55:718	Upload Task event uploaded for counter59
21:04:58:732	Upload Task event uploaded for counter68
21:05:01:747	Upload Task event uploaded for counter79
21:05:04:763	Upload Task event uploaded for counter80
21:05:07:781	Upload Task event uploaded for counter84
21:05:10:809	Upload Task event uploaded for counter92
21:05:13:825	Upload Task event uploaded for counter93
21:05:16:960	Upload Task event uploaded for counter94
21:05:19:979	Upload Task event uploaded for counter95
21:05:23:006	Upload Task event uploaded for counter100
21:05:26:032	Upload Task event uploaded for counter1
21:05:29:056	Upload Task event uploaded for counter2
21:05:32:096	Upload Task event uploaded for counter4
21:05:35:143	Upload Task event uploaded for counter15
21:05:38:160	Upload Task event uploaded for counter19
21:05:41:192	Upload Task event uploaded for counter23
21:05:44:215	Upload Task event uploaded for counter27
21:05:47:346	Upload Task event uploaded for counter28
21:05:50:365	Upload Task event uploaded for counter34
21:05:53:390	Upload Task event uploaded for counter38
21:05:56:446	Upload Task event uploaded for counter41
21:05:59:459	Upload Task event uploaded for counter44
21:06:02:476	Upload Task event uploaded for counter45
21:06:05:507	Upload Task event uploaded for counter47
21:06:08:539	Upload Task event uploaded for counter51
21:06:11:558	Upload Task event uploaded for counter56
21:06:14:577	Upload Task event uploaded for counter58
21:06:17:642	Upload Task event uploaded for counter59
21:06:20:671	Upload Task event uploaded for counter60
21:06:23:687	Upload Task event uploaded for counter68
21:06:26:708	Upload Task event uploaded for counter79
21:06:29:735	Upload Task event uploaded for counter80
21:06:32:781	Upload Task event uploaded for counter84
21:06:35:794	Upload Task event uploaded for counter92
21:06:38:811	Upload Task event uploaded for counter93
21:06:41:827	Upload Task event uploaded for counter94
21:06:44:850	Upload Task event uploaded for counter95
21:06:47:872	Upload Task event uploaded for counter100
21:06:50:890	Upload Task event uploaded for counter1
21:06:53:918	Upload Task event uploaded for counter2
21:06:56:934	Upload Task event uploaded for counter4
21:06:59:948	Upload Task event uploaded for counter15
21:07:02:963	Upload Task event uploaded for counter19
21:07:05:989	Upload Task event uploaded for counter23
21:07:09:058	Upload Task event uploaded for counter27
21:07:12:288	Upload Task event uploaded for counter28
21:07:15:312	Upload Task event uploaded for counter34
21:07:18:340	Upload Task event uploaded for counter38
21:07:21:375	Upload Task event uploaded for counter41
21:07:24:424	Upload Task event uploaded for counter44
21:07:27:438	Upload Task event uploaded for counter45
21:07:30:455	Upload Task event uploaded for counter47
21:07:33:470	Upload Task event uploaded for counter51
21:07:36:494	Upload Task event uploaded for counter56
21:07:39:526	Upload Task event uploaded for counter58
21:07:42:730	Upload Task event uploaded for counter59
21:07:45:767	Upload Task event uploaded for counter60
21:07:48:782	Upload Task event uploaded for counter68
21:07:51:838	Upload Task event uploaded for counter79
21:07:54:874	Upload Task event uploaded for counter80
21:07:57:964	Upload Task event uploaded for counter84
21:08:00:993	Upload Task event uploaded for counter92
21:08:04:021	Upload Task event uploaded for counter93
21:08:07:061	Upload Task event uploaded for counter94
21:08:10:094	Upload Task event uploaded for counter95
21:08:13:128	Upload Task event uploaded for counter100
21:08:16:175	Upload Task event uploaded for counter1
21:08:19:302	Upload Task event uploaded for counter2
21:08:22:441	Upload Task event uploaded for counter4
21:08:25:481	Upload Task event uploaded for counter15
21:08:28:650	Upload Task event uploaded for counter19
21:08:31:750	Upload Task event uploaded for counter23
21:08:34:773	Upload Task event uploaded for counter27
21:08:37:803	Upload Task event uploaded for counter28
21:08:40:821	Upload Task event uploaded for counter34
21:08:43:875	Upload Task event uploaded for counter37
21:08:46:968	Upload Task event uploaded for counter38
21:08:50:032	Upload Task event uploaded for counter41
21:08:53:057	Upload Task event uploaded for counter44
21:08:56:087	Upload Task event uploaded for counter45
21:08:59:111	Upload Task event uploaded for counter47
21:09:02:139	Upload Task event uploaded for counter51
21:09:05:155	Upload Task event uploaded for counter55
21:09:08:169	Upload Task event uploaded for counter56
21:09:11:188	Upload Task event uploaded for counter58
21:09:14:203	Upload Task event uploaded for counter59
21:09:17:235	Upload Task event uploaded for counter60
21:09:20:567	Upload Task event uploaded for counter68
21:09:24:135	Upload Task event uploaded for counter79
21:09:27:450	Upload Task event uploaded for counter80
21:09:30:473	Upload Task event uploaded for counter84
21:09:33:491	Upload Task event uploaded for counter92
21:09:36:565	Upload Task event uploaded for counter93
21:09:39:785	Upload Task event uploaded for counter100
21:09:42:807	Upload Task event uploaded for counter1
21:09:45:842	Upload Task event uploaded for counter2
21:09:48:944	Upload Task event uploaded for counter4
21:09:52:059	Upload Task event uploaded for counter15
21:09:55:100	Upload Task event uploaded for counter19
21:09:58:116	Upload Task event uploaded for counter25
21:10:01:170	Upload Task event uploaded for counter27
21:10:04:488	Upload Task event uploaded for counter28
21:10:07:574	Upload Task event uploaded for counter34
21:10:10:641	Upload Task event uploaded for counter37
21:10:13:907	Upload Task event uploaded for counter38
21:10:16:941	Upload Task event uploaded for counter41
21:10:19:958	Upload Task event uploaded for counter44
21:10:22:975	Upload Task event uploaded for counter45
21:10:26:008	Upload Task event uploaded for counter47
21:10:29:028	Upload Task event uploaded for counter51
21:10:32:064	Upload Task event uploaded for counter55
21:10:35:078	Upload Task event uploaded for counter56
21:10:38:093	Upload Task event uploaded for counter58
21:10:41:112	Upload Task event uploaded for counter59
21:10:44:128	Upload Task event uploaded for counter60
21:10:47:214	Upload Task event uploaded for counter68
21:10:50:239	Upload Task event uploaded for counter79
21:10:53:260	Upload Task event uploaded for counter80
21:10:56:278	Upload Task event uploaded for counter84
21:10:59:449	Upload Task event uploaded for counter92
21:11:02:579	Upload Task event uploaded for counter93
21:11:05:618	Upload Task event uploaded for counter100
21:11:08:668	Upload Task event uploaded for counter1
21:11:11:874	Upload Task event uploaded for counter2
21:11:14:977	Upload Task event uploaded for counter4
21:11:18:042	Upload Task event uploaded for counter15
21:11:21:068	Upload Task event uploaded for counter19
21:11:24:089	Upload Task event uploaded for counter24
21:11:27:124	Upload Task event uploaded for counter25
21:11:30:139	Upload Task event uploaded for counter27
21:11:33:179	Upload Task event uploaded for counter28
21:11:36:216	Upload Task event uploaded for counter34
21:11:39:242	Upload Task event uploaded for counter37
21:11:42:258	Upload Task event uploaded for counter38
21:11:45:288	Upload Task event uploaded for counter44
21:11:48:320	Upload Task event uploaded for counter45
21:11:51:345	Upload Task event uploaded for counter47
21:11:54:467	Upload Task event uploaded for counter51
21:11:57:508	Upload Task event uploaded for counter55
21:12:00:538	Upload Task event uploaded for counter56
21:12:03:577	Upload Task event uploaded for counter57
21:12:06:600	Upload Task event uploaded for counter58
21:12:09:714	Upload Task event uploaded for counter59
21:12:12:743	Upload Task event uploaded for counter60
21:12:15:815	Upload Task event uploaded for counter68
21:12:18:844	Upload Task event uploaded for counter79
21:12:21:858	Upload Task event uploaded for counter80
21:12:24:883	Upload Task event uploaded for counter83
21:12:27:999	Upload Task event uploaded for counter84
21:12:31:224	Upload Task event uploaded for counter92
21:12:34:243	Upload Task event uploaded for counter93
21:12:37:280	Upload Task event uploaded for counter100
21:12:40:300	Upload Task event uploaded for counter1
21:12:43:319	Upload Task event uploaded for counter2
21:12:46:337	Upload Task event uploaded for counter3
21:12:49:360	Upload Task event uploaded for counter4
21:12:52:407	Upload Task event uploaded for counter15
21:12:55:601	Upload Task event uploaded for counter19
21:12:58:669	Upload Task event uploaded for counter24
21:13:01:692	Upload Task event uploaded for counter25
21:13:04:734	Upload Task event uploaded for counter27
