15:20:55:202	Application Starting
15:29:03:392	Upload Task event uploaded for counter51
15:29:06:506	Upload Task event uploaded for counter55
15:29:09:543	Upload Task event uploaded for counter62
15:29:12:771	Upload Task event uploaded for counter79
15:29:15:959	Upload Task event uploaded for counter93
15:29:18:997	Upload Task event uploaded for counter94
15:29:22:077	Upload Task event uploaded for counter95
15:29:26:136	Upload Task event uploaded for counter1
15:29:29:289	Upload Task event uploaded for counter2
15:29:32:450	Upload Task event uploaded for counter4
15:29:35:659	Upload Task event uploaded for counter23
15:29:38:727	Upload Task event uploaded for counter34
15:29:41:881	Upload Task event uploaded for counter41
15:29:44:933	Upload Task event uploaded for counter45
15:29:47:957	Upload Task event uploaded for counter51
15:29:51:008	Upload Task event uploaded for counter55
15:29:54:102	Upload Task event uploaded for counter62
15:29:57:126	Upload Task event uploaded for counter79
15:30:00:154	Upload Task event uploaded for counter84
15:30:03:227	Upload Task event uploaded for counter93
15:30:06:936	Upload Task event uploaded for counter94
15:30:10:163	Upload Task event uploaded for counter95
15:30:13:608	Upload Task event uploaded for counter1
15:30:16:924	Upload Task event uploaded for counter2
15:30:20:017	Upload Task event uploaded for counter4
15:30:23:064	Upload Task event uploaded for counter23
15:30:26:084	Upload Task event uploaded for counter34
15:30:29:110	Upload Task event uploaded for counter41
15:30:32:138	Upload Task event uploaded for counter45
15:30:35:179	Upload Task event uploaded for counter51
15:30:38:207	Upload Task event uploaded for counter55
15:30:41:259	Upload Task event uploaded for counter62
15:30:44:320	Upload Task event uploaded for counter79
15:30:47:526	Upload Task event uploaded for counter84
15:30:50:596	Upload Task event uploaded for counter93
15:30:53:665	Upload Task event uploaded for counter94
15:30:56:727	Upload Task event uploaded for counter95
15:30:59:748	Upload Task event uploaded for counter1
15:31:02:952	Upload Task event uploaded for counter2
15:31:06:084	Upload Task event uploaded for counter4
15:31:09:650	Upload Task event uploaded for counter23
15:31:12:837	Upload Task event uploaded for counter34
15:31:16:152	Upload Task event uploaded for counter41
15:31:20:185	Upload Task event uploaded for counter45
15:31:23:253	Upload Task event uploaded for counter47
15:31:26:303	Upload Task event uploaded for counter51
15:31:29:433	Upload Task event uploaded for counter55
15:31:32:459	Upload Task event uploaded for counter59
15:31:35:517	Upload Task event uploaded for counter62
15:31:38:541	Upload Task event uploaded for counter79
15:31:41:585	Upload Task event uploaded for counter84
15:31:44:676	Upload Task event uploaded for counter93
15:31:47:787	Upload Task event uploaded for counter94
15:31:50:859	Upload Task event uploaded for counter95
15:31:53:948	Upload Task event uploaded for counter1
15:31:57:031	Upload Task event uploaded for counter2
15:32:00:061	Upload Task event uploaded for counter4
15:32:03:104	Upload Task event uploaded for counter23
15:32:06:136	Upload Task event uploaded for counter34
15:32:09:167	Upload Task event uploaded for counter41
15:32:12:201	Upload Task event uploaded for counter45
15:32:15:235	Upload Task event uploaded for counter47
15:32:18:324	Upload Task event uploaded for counter51
15:32:21:353	Upload Task event uploaded for counter55
15:32:24:518	Upload Task event uploaded for counter56
15:32:27:679	Upload Task event uploaded for counter59
15:32:31:530	Upload Task event uploaded for counter62
15:32:34:707	Upload Task event uploaded for counter79
15:32:37:791	Upload Task event uploaded for counter84
15:32:40:816	Upload Task event uploaded for counter93
15:32:43:859	Upload Task event uploaded for counter94
15:32:46:992	Upload Task event uploaded for counter95
15:32:50:057	Upload Task event uploaded for counter1
15:32:53:102	Upload Task event uploaded for counter2
15:32:56:485	Upload Task cancellation request
15:32:56:574	Upload Task completed
