09:52:29:142	Application Starting
10:00:44:923	Upload Task event uploaded for counter84
10:00:47:987	Upload Task event uploaded for counter93
10:00:51:100	Upload Task event uploaded for counter94
10:00:54:146	Upload Task event uploaded for counter95
10:00:57:186	Upload Task event uploaded for counter1
10:01:00:230	Upload Task event uploaded for counter2
10:01:03:297	Upload Task event uploaded for counter4
10:01:06:403	Upload Task event uploaded for counter23
10:01:09:521	Upload Task event uploaded for counter34
10:01:12:906	Upload Task event uploaded for counter41
10:01:16:422	Upload Task event uploaded for counter45
10:01:19:472	Upload Task event uploaded for counter47
10:01:22:611	Upload Task event uploaded for counter51
10:01:25:925	Upload Task event uploaded for counter55
10:01:28:950	Upload Task event uploaded for counter56
10:01:32:054	Upload Task event uploaded for counter59
10:01:35:140	Upload Task event uploaded for counter62
10:01:38:283	Upload Task event uploaded for counter79
10:01:41:338	Upload Task event uploaded for counter84
10:01:44:478	Upload Task event uploaded for counter93
10:01:47:727	Upload Task event uploaded for counter94
10:01:50:842	Upload Task event uploaded for counter95
10:01:53:938	Upload Task event uploaded for counter1
10:01:56:992	Upload Task event uploaded for counter2
10:02:00:473	Upload Task event uploaded for counter23
10:02:03:725	Upload Task event uploaded for counter34
10:02:07:067	Upload Task event uploaded for counter41
10:02:10:479	Upload Task event uploaded for counter45
10:02:13:697	Upload Task event uploaded for counter47
10:02:16:912	Upload Task event uploaded for counter51
10:02:20:702	Upload Task event uploaded for counter55
10:02:23:786	Upload Task event uploaded for counter56
10:02:27:043	Upload Task event uploaded for counter59
10:02:30:105	Upload Task event uploaded for counter62
10:02:33:449	Upload Task event uploaded for counter79
10:02:36:677	Upload Task event uploaded for counter84
10:02:39:802	Upload Task event uploaded for counter93
10:02:43:102	Upload Task event uploaded for counter94
10:02:46:400	Upload Task event uploaded for counter95
10:02:49:485	Upload Task event uploaded for counter1
10:02:52:528	Upload Task event uploaded for counter2
10:02:55:641	Upload Task event uploaded for counter4
10:02:58:697	Upload Task event uploaded for counter23
10:03:01:739	Upload Task event uploaded for counter34
10:03:05:166	Upload Task event uploaded for counter41
10:03:08:266	Upload Task event uploaded for counter45
10:03:21:616	Upload Task event uploaded for counter47
10:03:29:077	Upload Task event uploaded for counter51
10:03:33:375	Upload Task event uploaded for counter55
10:03:36:660	Upload Task event uploaded for counter56
10:03:39:717	Upload Task event uploaded for counter59
10:03:43:146	Upload Task event uploaded for counter62
10:03:46:184	Upload Task event uploaded for counter79
10:03:49:213	Upload Task event uploaded for counter84
10:03:52:272	Upload Task event uploaded for counter93
10:03:55:367	Upload Task event uploaded for counter94
10:03:58:435	Upload Task event uploaded for counter95
10:04:01:490	Upload Task event uploaded for counter1
10:04:04:538	Upload Task event uploaded for counter2
10:04:07:575	Upload Task event uploaded for counter4
10:04:10:648	Upload Task event uploaded for counter15
10:04:13:692	Upload Task event uploaded for counter23
10:04:16:811	Upload Task event uploaded for counter34
10:04:21:787	Upload Task event uploaded for counter41
10:04:26:194	Upload Task event uploaded for counter45
10:04:30:489	Upload Task event uploaded for counter47
10:04:35:676	Upload Task event uploaded for counter51
10:04:39:791	Upload Task event uploaded for counter55
10:04:43:113	Upload Task event uploaded for counter56
10:04:46:488	Upload Task event uploaded for counter58
10:04:49:732	Upload Task event uploaded for counter59
10:04:52:892	Upload Task event uploaded for counter62
10:04:57:016	Upload Task event uploaded for counter84
10:05:00:117	Upload Task event uploaded for counter92
10:05:05:833	Upload Task event uploaded for counter93
10:05:13:772	Upload Task event uploaded for counter94
10:05:21:247	Upload Task event uploaded for counter95
10:05:24:830	Upload Task event uploaded for counter1
10:05:28:181	Upload Task event uploaded for counter2
10:05:44:879	Upload Task event uploaded for counter4
10:05:48:227	Upload Task event uploaded for counter15
10:05:51:255	Upload Task event uploaded for counter23
10:05:54:305	Upload Task event uploaded for counter34
10:05:57:476	Upload Task event uploaded for counter41
10:06:00:698	Upload Task event uploaded for counter45
10:06:04:405	Upload Task event uploaded for counter47
10:06:07:442	Upload Task event uploaded for counter51
10:06:10:515	Upload Task event uploaded for counter54
10:06:13:556	Upload Task event uploaded for counter55
10:06:16:627	Upload Task event uploaded for counter56
10:06:19:938	Upload Task event uploaded for counter58
10:06:23:426	Upload Task event uploaded for counter59
10:06:26:467	Upload Task event uploaded for counter62
10:06:29:670	Upload Task event uploaded for counter84
10:06:38:485	Upload Task event uploaded for counter92
10:06:45:111	Upload Task event uploaded for counter93
10:06:52:732	Upload Task event uploaded for counter94
10:06:58:988	Upload Task event uploaded for counter95
10:07:33:549	Upload Task event uploaded for counter1
10:07:38:114	Upload Task event uploaded for counter2
10:07:57:778	Upload Task event uploaded for counter4
10:08:01:749	Upload Task event uploaded for counter15
10:08:05:621	Upload Task event uploaded for counter23
10:08:21:044	Upload Task event uploaded for counter27
10:08:24:372	Upload Task event uploaded for counter34
