13:26:56:721	Application Starting
13:32:18:684	Upload Task event uploaded for counter34
13:32:21:723	Upload Task event uploaded for counter41
13:32:24:758	Upload Task event uploaded for counter45
13:32:27:895	Upload Task event uploaded for counter51
13:32:30:913	Upload Task event uploaded for counter55
13:32:33:971	Upload Task event uploaded for counter62
13:32:37:045	Upload Task event uploaded for counter79
13:32:40:381	Upload Task event uploaded for counter84
13:32:43:646	Upload Task event uploaded for counter93
13:32:46:672	Upload Task event uploaded for counter94
13:32:49:713	Upload Task event uploaded for counter95
13:32:52:860	Upload Task event uploaded for counter1
13:32:56:040	Upload Task event uploaded for counter2
13:32:59:083	Upload Task event uploaded for counter4
13:33:02:181	Upload Task event uploaded for counter23
13:33:05:421	Upload Task event uploaded for counter34
13:33:08:879	Upload Task event uploaded for counter41
13:33:11:905	Upload Task event uploaded for counter45
13:33:14:949	Upload Task event uploaded for counter47
13:33:18:000	Upload Task event uploaded for counter51
13:33:21:107	Upload Task event uploaded for counter55
13:33:24:279	Upload Task event uploaded for counter59
13:33:28:340	Upload Task event uploaded for counter62
13:33:31:370	Upload Task event uploaded for counter79
13:33:34:401	Upload Task event uploaded for counter84
13:33:37:439	Upload Task event uploaded for counter93
13:33:40:563	Upload Task event uploaded for counter94
13:33:43:628	Upload Task event uploaded for counter95
13:33:46:648	Upload Task event uploaded for counter1
13:33:49:675	Upload Task event uploaded for counter2
13:33:52:696	Upload Task event uploaded for counter4
13:33:55:714	Upload Task event uploaded for counter23
13:33:58:751	Upload Task event uploaded for counter34
13:34:01:772	Upload Task event uploaded for counter41
13:34:04:865	Upload Task event uploaded for counter45
13:34:08:454	Upload Task event uploaded for counter47
13:34:12:967	Upload Task event uploaded for counter51
13:34:17:222	Upload Task event uploaded for counter55
13:34:20:923	Upload Task event uploaded for counter56
13:34:23:988	Upload Task event uploaded for counter59
13:34:27:013	Upload Task event uploaded for counter62
13:34:30:043	Upload Task event uploaded for counter79
13:34:33:157	Upload Task event uploaded for counter84
13:34:36:252	Upload Task event uploaded for counter93
13:34:39:301	Upload Task event uploaded for counter94
13:34:42:333	Upload Task event uploaded for counter95
13:34:45:673	Upload Task event uploaded for counter1
13:34:48:737	Upload Task event uploaded for counter2
13:34:51:765	Upload Task event uploaded for counter23
13:34:54:805	Upload Task event uploaded for counter34
13:34:57:950	Upload Task event uploaded for counter41
13:35:01:033	Upload Task event uploaded for counter45
13:35:04:076	Upload Task event uploaded for counter47
13:35:07:112	Upload Task event uploaded for counter51
13:35:10:196	Upload Task event uploaded for counter55
13:35:13:226	Upload Task event uploaded for counter56
13:35:16:312	Upload Task event uploaded for counter59
13:35:19:406	Upload Task event uploaded for counter62
13:35:22:453	Upload Task event uploaded for counter79
13:35:25:476	Upload Task event uploaded for counter84
13:35:28:510	Upload Task event uploaded for counter93
13:35:31:530	Upload Task event uploaded for counter94
13:35:34:593	Upload Task event uploaded for counter95
13:35:37:675	Upload Task event uploaded for counter1
13:35:40:975	Upload Task event uploaded for counter2
13:35:44:600	Upload Task event uploaded for counter4
13:35:48:026	Upload Task event uploaded for counter23
13:35:51:212	Upload Task event uploaded for counter34
13:35:54:270	Upload Task event uploaded for counter41
13:35:57:354	Upload Task event uploaded for counter45
13:36:00:393	Upload Task event uploaded for counter47
13:36:03:443	Upload Task event uploaded for counter51
13:36:06:557	Upload Task event uploaded for counter55
13:36:09:597	Upload Task event uploaded for counter56
13:36:12:654	Upload Task event uploaded for counter59
13:36:15:705	Upload Task event uploaded for counter62
13:36:18:735	Upload Task event uploaded for counter79
13:36:21:788	Upload Task event uploaded for counter84
13:36:24:851	Upload Task event uploaded for counter93
13:36:27:987	Upload Task event uploaded for counter94
13:36:31:445	Upload Task event uploaded for counter95
13:36:34:480	Upload Task event uploaded for counter1
13:36:37:577	Upload Task event uploaded for counter2
13:36:40:596	Upload Task event uploaded for counter4
13:36:43:734	Upload Task event uploaded for counter15
13:36:46:806	Upload Task event uploaded for counter23
13:36:49:829	Upload Task event uploaded for counter34
13:36:52:862	Upload Task event uploaded for counter41
13:36:55:901	Upload Task event uploaded for counter45
13:36:58:926	Upload Task event uploaded for counter47
13:37:01:963	Upload Task event uploaded for counter51
13:37:04:988	Upload Task event uploaded for counter55
13:37:08:007	Upload Task event uploaded for counter56
13:37:11:050	Upload Task event uploaded for counter58
13:37:14:101	Upload Task event uploaded for counter59
13:37:17:148	Upload Task event uploaded for counter62
13:37:20:167	Upload Task event uploaded for counter84
13:37:23:208	Upload Task event uploaded for counter92
13:37:26:236	Upload Task event uploaded for counter93
13:37:29:262	Upload Task event uploaded for counter94
13:37:32:298	Upload Task event uploaded for counter95
13:37:35:326	Upload Task event uploaded for counter1
13:37:38:373	Upload Task event uploaded for counter2
13:37:41:391	Upload Task event uploaded for counter4
13:37:44:425	Upload Task event uploaded for counter15
13:37:47:455	Upload Task event uploaded for counter23
13:37:50:603	Upload Task event uploaded for counter34
13:37:53:655	Upload Task event uploaded for counter41
13:37:56:725	Upload Task event uploaded for counter45
13:37:59:775	Upload Task event uploaded for counter47
13:38:02:820	Upload Task event uploaded for counter51
13:38:06:034	Upload Task event uploaded for counter54
13:38:09:496	Upload Task event uploaded for counter55
13:38:12:668	Upload Task event uploaded for counter56
13:38:16:066	Upload Task event uploaded for counter58
13:38:19:170	Upload Task event uploaded for counter59
13:38:22:455	Upload Task event uploaded for counter62
13:38:26:033	Upload Task event uploaded for counter84
13:38:29:166	Upload Task event uploaded for counter92
13:38:32:408	Upload Task event uploaded for counter93
13:38:35:463	Upload Task event uploaded for counter94
13:38:38:609	Upload Task event uploaded for counter95
13:38:42:557	Upload Task event uploaded for counter1
13:38:46:450	Upload Task event uploaded for counter2
13:38:51:259	Upload Task event uploaded for counter4
13:38:56:058	Upload Task event uploaded for counter15
13:38:59:425	Upload Task event uploaded for counter23
13:39:02:583	Upload Task event uploaded for counter27
13:39:05:772	Upload Task event uploaded for counter34
13:39:09:189	Upload Task event uploaded for counter41
13:39:12:474	Upload Task event uploaded for counter45
13:39:15:513	Upload Task event uploaded for counter47
13:39:18:605	Upload Task event uploaded for counter51
13:39:21:707	Upload Task event uploaded for counter54
13:39:24:833	Upload Task event uploaded for counter55
13:39:27:861	Upload Task event uploaded for counter56
13:39:30:892	Upload Task event uploaded for counter58
13:39:34:129	Upload Task event uploaded for counter59
13:39:37:476	Upload Task event uploaded for counter62
13:39:41:466	Upload Task event uploaded for counter84
13:39:44:642	Upload Task event uploaded for counter92
13:39:47:686	Upload Task event uploaded for counter93
13:39:51:200	Upload Task event uploaded for counter94
13:39:55:093	Upload Task event uploaded for counter95
13:39:58:894	Upload Task event uploaded for counter1
13:40:02:657	Upload Task event uploaded for counter2
13:40:06:610	Upload Task event uploaded for counter4
13:40:10:021	Upload Task event uploaded for counter15
13:40:13:243	Upload Task event uploaded for counter23
13:40:17:144	Upload Task event uploaded for counter27
13:40:21:026	Upload Task event uploaded for counter28
13:40:24:505	Upload Task event uploaded for counter34
13:40:28:029	Upload Task event uploaded for counter41
13:40:31:130	Upload Task event uploaded for counter45
13:40:34:590	Upload Task event uploaded for counter47
13:40:37:925	Upload Task event uploaded for counter51
13:40:41:050	Upload Task event uploaded for counter54
13:40:44:186	Upload Task event uploaded for counter55
13:40:47:546	Upload Task event uploaded for counter56
13:40:50:582	Upload Task event uploaded for counter58
13:40:53:618	Upload Task event uploaded for counter59
13:40:56:638	Upload Task event uploaded for counter62
13:40:59:711	Upload Task event uploaded for counter84
13:41:02:728	Upload Task event uploaded for counter92
13:41:05:783	Upload Task event uploaded for counter93
13:41:08:840	Upload Task event uploaded for counter94
13:41:11:865	Upload Task event uploaded for counter95
13:41:14:912	Upload Task event uploaded for counter1
13:41:19:184	Upload Task event uploaded for counter2
13:41:22:891	Upload Task event uploaded for counter4
13:41:26:455	Upload Task event uploaded for counter15
13:41:29:825	Upload Task event uploaded for counter23
13:41:32:933	Upload Task event uploaded for counter27
13:41:36:019	Upload Task event uploaded for counter28
13:41:39:096	Upload Task event uploaded for counter34
13:41:42:137	Upload Task event uploaded for counter41
13:41:45:259	Upload Task event uploaded for counter45
13:41:48:481	Upload Task event uploaded for counter47
13:41:52:076	Upload Task event uploaded for counter51
13:41:55:306	Upload Task event uploaded for counter54
13:41:58:626	Upload Task event uploaded for counter55
13:42:02:456	Upload Task event uploaded for counter56
13:42:06:477	Upload Task event uploaded for counter58
13:42:10:551	Upload Task event uploaded for counter59
13:42:14:739	Upload Task event uploaded for counter62
13:42:17:770	Upload Task event uploaded for counter84
13:42:20:800	Upload Task event uploaded for counter92
13:42:23:819	Upload Task event uploaded for counter93
13:42:27:051	Upload Task event uploaded for counter94
13:42:31:019	Upload Task event uploaded for counter95
13:42:34:656	Upload Task event uploaded for counter1
13:42:38:027	Upload Task event uploaded for counter2
13:42:41:538	Upload Task event uploaded for counter4
13:42:44:653	Upload Task event uploaded for counter15
13:42:47:786	Upload Task event uploaded for counter23
13:42:51:108	Upload Task event uploaded for counter27
13:42:54:269	Upload Task event uploaded for counter28
13:42:57:325	Upload Task event uploaded for counter34
13:43:00:412	Upload Task event uploaded for counter36
13:43:03:457	Upload Task event uploaded for counter41
13:43:06:487	Upload Task event uploaded for counter44
13:43:09:520	Upload Task event uploaded for counter45
13:43:12:560	Upload Task event uploaded for counter47
13:43:15:607	Upload Task event uploaded for counter51
13:43:18:629	Upload Task event uploaded for counter54
13:43:21:658	Upload Task event uploaded for counter55
13:43:24:671	Upload Task event uploaded for counter56
13:43:27:710	Upload Task event uploaded for counter58
13:43:30:785	Upload Task event uploaded for counter59
13:43:33:815	Upload Task event uploaded for counter62
13:43:36:838	Upload Task event uploaded for counter79
13:43:39:854	Upload Task event uploaded for counter80
13:43:42:879	Upload Task event uploaded for counter84
13:43:45:910	Upload Task event uploaded for counter92
13:43:48:950	Upload Task event uploaded for counter93
13:43:51:964	Upload Task event uploaded for counter94
13:43:54:982	Upload Task event uploaded for counter95
13:43:58:014	Upload Task event uploaded for counter1
13:44:01:032	Upload Task event uploaded for counter2
13:44:04:103	Upload Task event uploaded for counter4
13:44:07:467	Upload Task event uploaded for counter15
13:44:11:557	Upload Task event uploaded for counter23
13:44:14:608	Upload Task event uploaded for counter27
13:44:17:666	Upload Task event uploaded for counter28
13:44:20:842	Upload Task event uploaded for counter34
13:44:24:004	Upload Task event uploaded for counter36
13:44:28:143	Upload Task event uploaded for counter41
13:44:33:057	Upload Task event uploaded for counter44
13:44:38:363	Upload Task event uploaded for counter45
13:44:42:924	Upload Task event uploaded for counter47
13:44:48:379	Upload Task event uploaded for counter51
13:44:52:530	Upload Task event uploaded for counter54
13:44:57:011	Upload Task event uploaded for counter55
13:45:02:142	Upload Task event uploaded for counter56
13:45:09:220	Upload Task event uploaded for counter58
13:45:14:660	Upload Task event uploaded for counter59
13:45:19:785	Upload Task event uploaded for counter62
13:45:24:635	Upload Task event uploaded for counter79
13:45:28:834	Upload Task event uploaded for counter80
13:45:33:573	Upload Task event uploaded for counter84
13:45:38:219	Upload Task event uploaded for counter92
13:45:42:449	Upload Task event uploaded for counter93
13:45:46:343	Upload Task event uploaded for counter94
13:45:51:238	Upload Task event uploaded for counter95
13:45:54:724	Upload Task cancellation request
13:45:55:030	Upload Task completed
